worms_sciname,am_sciname,am_sid,iucn_sid
sorsogona portuguesa,sorsogona portuguesa,Fis-165574,114173725
chlorophthalmus nigromarginatus,chlorophthalmus nigromarginatus,Fis-34108,123322121
synodus rubromarmoratus,synodus rubromarmoratus,Fis-34110,67855905
synodus oculeus,synodus oculeus,Fis-34111,67855363
synodus macrocephalus,synodus macrocephalus,Fis-34112,67854712
psychrolutes macrocephalus,psychrolutes macrocephalus,Fis-27896,114177120
gymnothorax cribroris,gymnothorax cribroris,Fis-34117,195719
coccotropsis gymnoderma,coccotropsis gymnoderma,Fis-27898,114180416
minous coccineus,minous coccineus,Fis-34126,114179753
blachea xenobranchialis,blachea xenobranchialis,Fis-34127,199147
diploconger polystigmatus,diploconger polystigmatus,Fis-34128,199074
lumiconger arafura,lumiconger arafura,Fis-34129,199143
oxyconger leptognathus,oxyconger leptognathus,Fis-27901,NA
euristhmus nudiceps,euristhmus nudiceps,Fis-27902,NA
synodus sageneus,synodus sageneus,Fis-34131,123355386
harpadon translucens,harpadon translucens,Fis-34132,123350125
peristedion weberi,peristedion weberi,Fis-34133,114172439
scalicus investigatoris,scalicus investigatoris,Fis-168353,114172998
teixeirichthys jordani,teixeirichthys jordani,Fis-27908,154915
batrachomoeus occidentalis,batrachomoeus occidentalis,Fis-34135,NA
halophryne diemensis,halophryne diemensis,Fis-27911,NA
erosa erosa,erosa erosa,Fis-27912,69920774
parapercis multiplicata,parapercis multiplicata,Fis-34140,NA
callanthias legras,callanthias legras,Fis-34142,NA
liocranium praepositum,liocranium praepositum,Fis-22363,NA
minous versicolor,minous versicolor,Fis-34144,NA
paracallionymus costatus,paracallionymus costatus,Fis-27915,NA
synchiropus monacanthus,synchiropus monacanthus,Fis-34146,NA
bathytroctes microlepis,bathytroctes microlepis,Fis-34147,190265
selenanthias analis,selenanthias analis,Fis-34148,NA
epigonus pandionis,epigonus pandionis,Fis-27920,15601962
serranocirrhitus latus,serranocirrhitus latus,Fis-34149,69592071
bathytroctes michaelsarsi,bathytroctes michaelsarsi,Fis-14212,15147977
lepidotrigla argus,lepidotrigla argus,Fis-34150,NA
pterygotrigla leptacanthus,pterygotrigla leptacanthus,Fis-27922,NA
cymbacephalus nematophthalmus,cymbacephalus nematophthalmus,Fis-27923,NA
uranoscopus tosae,uranoscopus tosae,Fis-27924,NA
inegocia harrisii,inegocia harrisii,Fis-27925,NA
platycephalus endrachtensis,platycephalus endrachtensis,Fis-34156,NA
conocara macropterum,conocara macropterum,Fis-126092,15148522
dactyloptena papilio,dactyloptena papilio,Fis-34159,NA
glaucosoma buergeri,glaucosoma buergeri,Fis-34161,NA
glaucosoma magnificum,glaucosoma magnificum,Fis-27930,NA
conocara murrayi,conocara murrayi,Fis-27931,18139615
macrorhamphosodes uradoi,macrorhamphosodes uradoi,Fis-27934,NA
ozichthys albimaculosus,foa albimaculosa,Fis-167266,NA
conocara salmoneum,conocara salmoneum,Fis-126093,15148566
einara edentula,einara edentula,Fis-27941,57825241
upeneus asymmetricus,upeneus asymmetricus,Fis-34171,NA
zabidius novemaculeatus,zabidius novemaculeatus,Fis-27943,NA
chaetodontoplus conspicillatus,chaetodontoplus conspicillatus,Fis-27944,165870
chaetodontoplus duboulayi,chaetodontoplus duboulayi,Fis-27945,165857
chaetodontoplus personifer,chaetodontoplus personifer,Fis-27948,165881
polydactylus nigripinnis,polydactylus nigripinnis,Fis-34180,NA
chromis fumea,chromis fumea,Fis-27957,188556
choerodon cephalotes,choerodon cephalotes,Fis-27963,187430
chaetodontoplus meredithi,chaetodontoplus meredithi,Fis-34182,165891
choerodon vitta,choerodon vitta,Fis-34183,187400
opistognathus latitabundus,opistognathus latitabundus,Fis-27969,NA
centropyge eibli,centropyge eibli,Fis-34191,165855
einara macrolepis,einara macrolepis,Fis-27977,15148742
herwigia kreffti,herwigia kreffti,Fis-27984,15148858
leptoderma macrops,leptoderma macrops,Fis-34199,15148964
mirognathus normani,mirognathus normani,Fis-34201,NA
photostylus pycnopterus,photostylus pycnopterus,Fis-34206,190298
apolemichthys xanthotis,apolemichthys xanthotis,Fis-28014,165853
apolemichthys xanthurus,apolemichthys xanthurus,Fis-28015,165844
callionymus moretonensis,callionymus moretonensis,Fis-34221,NA
centropyge aurantonotus,centropyge aurantonotus,Fis-34233,165865
callionymus goodladi,callionymus goodladi,Fis-28018,NA
callionymus grossi,callionymus grossi,Fis-34238,NA
pseudorhombus diplospilus,pseudorhombus diplospilus,Fis-34245,158622102
centropyge flavipectoralis,centropyge flavipectoralis,Fis-34246,165895
centropomus armatus,centropomus armatus,Fis-34247,178062
centropomus robalito,centropomus robalito,Fis-34250,178065
centropomus unionensis,centropomus unionensis,Fis-34253,178066
prognathodes guyanensis,prognathodes guyanensis,Fis-148570,165646
psammodiscus ocellatus,psammodiscus ocellatus,Fis-34257,158646470
phyllichthys punctatus,phyllichthys punctatus,Fis-34258,158879977
centropyge interrupta,centropyge interrupta,Fis-166181,165858
parupeneus forsskali,parupeneus forsskali,Fis-28023,69182150
zebrias craticulus,zebrias craticula,Fis-28024,158881036
eubalichthys caeruleoguttatus,eubalichthys caeruleoguttatus,Fis-34263,155299
centropyge multicolor,centropyge multicolor,Fis-34264,165896
cynoscion phoxocephalus,cynoscion phoxocephalus,Fis-34265,183996
cynoscion stolzmanni,cynoscion stolzmanni,Fis-28025,183278
centropyge nigriocellus,centropyge nigriocella,Fis-143222,165897
centropyge shepardi,centropyge shepardi,Fis-34340,165875
antennarius biocellatus,antennarius biocellatus,Fis-28056,NA
chaetodontoplus septentrionalis,chaetodontoplus septentrionalis,Fis-28063,165882
genicanthus caudovittatus,genicanthus caudovittatus,Fis-28065,165845
antennatus analis,antennatus analis,Fis-166689,155277
antennatus tuberosus,antennatus tuberosus,Fis-28075,NA
genicanthus semifasciatus,genicanthus semifasciatus,Fis-28077,165856
holacanthus africanus,holacanthus africanus,Fis-34365,165825
eviota smaragdus,eviota smaragdus,Fis-34368,193130
gladiogobius ensifer,gladiogobius ensifer,Fis-34372,193199
centropyge venusta,centropyge venusta,Fis-143223,165900
pomacanthus asfur,pomacanthus asfur,Fis-28087,165839
pomacanthus chrysurus,pomacanthus chrysurus,Fis-28090,165831
feroxodon multistriatus,feroxodon multistriatus,Fis-28092,193677
torquigener pallimaculatus,torquigener pallimaculatus,Fis-34404,193678
tragulichthys jaculiferus,tragulichthys jaculiferus,Fis-28096,NA
cyclichthys hardenbergi,cyclichthys hardenbergi,Fis-28098,NA
rouleina maderensis,rouleina maderensis,Fis-34410,190264
laeops parviceps,laeops parviceps,Fis-34415,143826089
grammatobothus pennatus,grammatobothus pennatus,Fis-28100,69744444
talismania antillarum,talismania antillarum,Fis-28101,190198
coradion altivelis,coradion altivelis,Fis-34428,165697
equulites moretoniensis,equulites moretoniensis,Fis-161060,NA
onigocia oligolepis,onigocia oligolepis,Fis-28102,69789503
tathicarpus butleri,tathicarpus butleri,Fis-34445,NA
paraploactis pulvinus,paraploactis pulvinus,Fis-34447,NA
barbantus curvifrons,barbantus curvifrons,Fis-28109,18155933
holtbyrnia anomala,holtbyrnia anomala,Fis-34480,18155939
holtbyrnia innesi,holtbyrnia innesi,Fis-28112,21104612
holtbyrnia macrops,holtbyrnia macrops,Fis-34502,18155943
maulisia acuticeps,maulisia acuticeps,Fis-34593,21104620
maulisia argipalla,maulisia argipalla,Fis-34595,57453720
platytroctes mirus,platytroctes mirus,Fis-149814,NA
platytroctes apus,platytroctes apus,Fis-34615,190217
sagamichthys schnakenbecki,sagamichthys schnakenbecki,Fis-28120,18155952
xenomystax atrarius,xenomystax atrarius,Fis-34636,199408
serrivomer sector,serrivomer sector,Fis-34639,NA
anguilla celebesensis,anguilla celebesensis,Fis-34672,195503
argyropelecus lychnus,argyropelecus lychnus,Fis-34692,137468437
bathophilus flemingi,bathophilus flemingi,Fis-34702,137471902
aristostomias scintillans,aristostomias scintillans,Fis-28129,137468866
idiacanthus antrostomus,idiacanthus antrostomus,Fis-34710,137563977
alepocephalus tenebrosus,alepocephalus tenebrosus,Fis-34713,NA
lestidiops ringens,lestidiops ringens,Fis-28135,154635
scopelosaurus harryi,scopelosaurus harryi,Fis-28136,123324008
urolophus flavomosaicus,urolophus flavomosaicus,Fis-34717,60093
amblyeleotris gymnocephala,amblyeleotris gymnocephala,Fis-28147,166546
salarias guttatus,salarias guttatus,Fis-34720,48342130
pleurosicya elongata,pleurosicya elongata,Fis-34721,NA
ostorhinchus multilineatus,ostorhinchus multilineatus,Fis-167295,NA
pseudocoris heteroptera,pseudocoris heteroptera,Fis-28151,187688
halichoeres solorensis,halichoeres solorensis,Fis-28153,187561
physiculus rastrelliger,physiculus rastrelliger,Fis-34725,NA
bothrocara brunneum,bothrocara brunneum,Fis-28156,NA
lycenchelys crotalinus,lycenchelys crotalinus,Fis-57568,NA
gobius bontii,gobius bontii,Fis-14464,123435117
minous trachycephalus,minous trachycephalus,Fis-28160,NA
neomerinthe amplisquamiceps,neomerinthe amplisquamiceps,Fis-28161,NA
neosebastes entaxis,neosebastes entaxis,Fis-34754,NA
satyrichthys welchi,satyrichthys welchi,Fis-28162,NA
jaydia melanopus,jaydia melanopus,Fis-167269,NA
siphamia roseigaster,siphamia roseigaster,Fis-28163,NA
roa modesta,roa modesta,Fis-162911,165677
margrethia obtusirostra,margrethia obtusirostra,Fis-34762,18252849
arnoglossus waitei,arnoglossus waitei,Fis-34763,143819673
crossorhombus azureus,crossorhombus azureus,Fis-28165,143820125
kamoharaia megastoma,kamoharaia megastoma,Fis-28166,143825748
argyripnus atlanticus,argyripnus atlanticus,Fis-34764,190130
brachirus annularis,brachirus annularis,Fis-51274,NA
cynoglossus macrophthalmus,cynoglossus macrophthalmus,Fis-34765,NA
pseudomonacanthus elongatus,pseudomonacanthus elongatus,Fis-34766,79803091
thamnaconus hypargyreus,thamnaconus hypargyreus,Fis-34767,79803311
torquigener whitleyi,torquigener whitleyi,Fis-28169,193782
allocyttus folletti,allocyttus folletti,Fis-34768,NA
valenciennellus tripunctulatus,valenciennellus tripunctulatus,Fis-28170,18253303
physiculus roseus,physiculus roseus,Fis-34769,154984
coelorinchus maculatus,coelorinchus maculatus,Fis-14615,NA
hymenocephalus longibarbis,hymenocephalus longibarbis,Fis-28171,NA
ratabulus diversidens,ratabulus diversidens,Fis-28172,NA
scorpaenodes smithi,scorpaenodes smithi,Fis-34772,NA
astronesthes caulophorus,astronesthes caulophorus,Fis-34774,21132906
astronesthes gemmifer,astronesthes gemmifer,Fis-34776,18256447
astronesthes leucopogon,astronesthes leucopogon,Fis-34777,190229
astronesthes micropogon,astronesthes micropogon,Fis-34778,21132914
astronesthes neopogon,astronesthes neopogon,Fis-34779,21132917
congresox talabon,congresox talabon,Fis-28173,NA
sebastolobus macrochir,sebastolobus macrochir,Fis-28175,NA
heterophotus ophistoma,heterophotus ophistoma,Fis-34782,21133028
artediellus pacificus,artediellus pacificus,Fis-34783,NA
echidna rhodochilus,echidna rhodochilus,Fis-34784,NA
rhadinesthes decimus,rhadinesthes decimus,Fis-28178,18257501
chauliodus danae,chauliodus danae,Fis-34785,190203
congresox talabonoides,congresox talabonoides,Fis-28180,NA
chauliodus minimus,chauliodus minimus,Fis-34786,21132976
eurymen gyrinus,eurymen gyrinus,Fis-34787,NA
gymnocanthus pistilliger,gymnocanthus pistilliger,Fis-28181,NA
stomias brevibarbatus,stomias brevibarbatus,Fis-34788,18257533
stomias lampropeltis,stomias lampropeltis,Fis-34789,21133131
stomias longibarbatus,stomias longibarbatus,Fis-28182,18257655
bathophilus ater,bathophilus ater,Fis-28183,21132922
bathophilus brevis,bathophilus brevis,Fis-34790,21132928
bathophilus digitatus,bathophilus digitatus,Fis-28184,18256458
bathophilus digitatus,bathophilus digitatus,Fis-28184,135435677
bathophilus longipinnis,bathophilus longipinnis,Fis-28185,21132935
hemitripterus villosus,hemitripterus villosus,Fis-28186,NA
bathophilus pawneei,bathophilus pawneei,Fis-34792,21132953
bathophilus schizochirus,bathophilus schizochirus,Fis-34793,60469375
lamnostoma orientale,lamnostoma orientalis,Fis-28187,196426
bathophilus vaillanti,bathophilus vaillanti,Fis-28188,18256490
bathophilus vaillanti,bathophilus vaillanti,Fis-28188,60469323
malacocottus zonurus,malacocottus zonurus,Fis-34794,NA
porocottus mednius,porocottus mednius,Fis-150557,NA
psychrolutes phrictus,psychrolutes phrictus,Fis-34795,NA
chirostomias pliopterus,chirostomias pliopterus,Fis-34796,190291
triglops metopias,triglops metopias,Fis-34797,NA
zesticelus profundorum,zesticelus profundorum,Fis-28189,NA
eustomias achirus,eustomias achirus,Fis-34798,190108
eustomias arborifer,eustomias arborifer,Fis-34799,47165099
eustomias bigelowi,eustomias bigelowi,Fis-34800,47165158
plicofollis argyropleuron,plicofollis argyropleuron,Fis-159798,NA
netuma bilineata,netuma bilineata,Fis-159784,NA
eustomias bimargaritatus,eustomias bimargaritatus,Fis-34802,190371
eustomias braueri,eustomias braueri,Fis-34803,18256726
eustomias dendriticus,eustomias dendriticus,Fis-34804,21132983
eustomias enbarbatus,eustomias enbarbatus,Fis-34805,21132986
eustomias filifer,eustomias filifer,Fis-28191,18256883
eustomias fissibarbis,eustomias fissibarbis,Fis-34806,21132989
eustomias kreffti,eustomias kreffti,Fis-34808,60470395
eustomias lipochirus,eustomias lipochirus,Fis-34809,21132997
eustomias longibarba,eustomias longibarba,Fis-34810,47165317
eustomias macrurus,eustomias macrurus,Fis-34812,47165363
eustomias melanonema,eustomias melanonema,Fis-34813,21133003
eustomias obscurus,eustomias obscurus,Fis-34815,18256943
eustomias schmidti,eustomias schmidti,Fis-34817,21133010
eustomias simplex,eustomias simplex,Fis-34818,60470422
eustomias spherulifer,eustomias spherulifer,Fis-34819,60470425
eustomias tenisoni,eustomias tenisoni,Fis-34820,60470440
eustomias tetranema,eustomias tetranema,Fis-34821,190256
flagellostomias boureei,flagellostomias boureei,Fis-28192,18256992
tetraroge barbata,tetraroge barbata,Fis-28193,169359
tetraroge niger,tetraroge niger,Fis-28194,NA
grammatostomias circularis,grammatostomias circularis,Fis-34823,190181
neovespicula depressifrons,neovespicula depressifrons,Fis-151601,NA
grammatostomias flagellibarba,grammatostomias flagellibarba,Fis-34824,18257189
leptostomias gladiator,leptostomias gladiator,Fis-28196,18257269
leptostomias haplocaulus,leptostomias haplocaulus,Fis-34825,21133035
leptostomias longibarba,leptostomias longibarba,Fis-34826,21133039
melanostomias bartonbeani,melanostomias bartonbeani,Fis-34827,18257303
melanostomias bartonbeani,melanostomias bartonbeani,Fis-34827,60479354
melanostomias melanopogon,melanostomias melanopogon,Fis-34828,21133042
melanostomias niger,melanostomias niger,Fis-34829,21133045
melanostomias melanops,melanostomias melanops,Fis-34830,60478881
howella brodiei,howella brodiei,Fis-34831,NA
melanostomias paucilaternatus,melanostomias paucilaternatus,Fis-34832,60479167
melanostomias tentaculatus,melanostomias tentaculatus,Fis-28200,21133050
pachystomias microdon,pachystomias microdon,Fis-28201,18257417
meiacanthus anema,meiacanthus anema,Fis-28202,196307
photonectes caerulescens,photonectes caerulescens,Fis-34834,60482467
photonectes dinema,photonectes dinema,Fis-34836,21133099
photonectes leucospilus,photonectes leucospilus,Fis-34837,190370
photonectes margarita,photonectes margarita,Fis-28203,21133108
photonectes mirabilis,photonectes mirabilis,Fis-34838,21133116
photonectes mirabilis,photonectes mirabilis,Fis-34838,135437053
butis amboinensis,butis amboinensis,Fis-28204,196313
abudefduf concolor,abudefduf concolor,Fis-28205,183483
eleotris acanthopoma,eleotris acanthopoma,Fis-62779,NA
photonectes parvimanus,photonectes parvimanus,Fis-34840,47165472
photonectes phyllopogon,photonectes phyllopogon,Fis-34841,190376
thysanactis dentex,thysanactis dentex,Fis-34842,21133167
caulolatilus hubbsi,caulolatilus hubbsi,Fis-34843,155036
bathygobius cyclopterus,bathygobius cyclopterus,Fis-34844,193080
aristostomias grimaldii,aristostomias grimaldii,Fis-34846,21132889
glossogobius bicirrhosus,glossogobius bicirrhosus,Fis-28208,196327
hemanthias signifer,hemanthias signifer,Fis-28209,183261
aristostomias polydactylus,aristostomias polydactylus,Fis-34847,21132898
ichthyocampus carce,ichthyocampus carce,Fis-28211,172468
aristostomias tittmanni,aristostomias tittmanni,Fis-34848,190353
aristostomias xenostoma,aristostomias xenostoma,Fis-34849,21132901
pseudogobius javanicus,pseudogobius javanicus,Fis-28214,NA
redigobius balteatus,redigobius balteatus,Fis-28215,196351
redigobius bikolanus,redigobius bikolanus,Fis-28216,19388
similiparma lurida,similiparma lurida,Fis-173306,188419
sicyopus zosterophorus,sicyopus zosterophorus,Fis-166134,196378
idiacanthus fasciola,idiacanthus fasciola,Fis-34854,18257198
caristius macropus,caristius macropus,Fis-28224,NA
bathylagus euryops,bathylagus euryops,Fis-34857,NA
amblyglyphidodon flavilatus,amblyglyphidodon flavilatus,Fis-34858,188560
amphiprion allardi,amphiprion allardi,Fis-34859,188470
amphiprion bicinctus,amphiprion bicinctus,Fis-34860,188320
amphiprion ephippium,amphiprion ephippium,Fis-28226,188463
bathysaurus ferox,bathysaurus ferox,Fis-34863,13462491
bathysaurus mollis,bathysaurus mollis,Fis-34865,195001
amphiprion sebae,amphiprion sebae,Fis-34867,NA
azurina eupalama,azurina eupalama,Fis-34869,184017
azurina hirundo,azurina hirundo,Fis-34870,183774
chromis alta,chromis alta,Fis-34874,183870
chromis axillaris,chromis axillaris,Fis-28228,188500
chromis cadenati,chromis cadenati,Fis-34876,188352
chromis cinerascens,chromis cinerascens,Fis-28230,188326
chromis dasygenys,chromis dasygenys,Fis-28232,188610
chromis dimidiata,chromis dimidiata,Fis-28233,188318
chromis flavicauda,chromis flavicauda,Fis-28234,155098
chromis flavipectoralis,chromis flavipectoralis,Fis-34877,188327
chromis intercrusma,chromis intercrusma,Fis-34878,183793
chromis klunzingeri,chromis klunzingeri,Fis-34879,NA
chromis limbata,chromis limbata,Fis-28235,188486
chromis limbaughi,chromis limbaughi,Fis-34881,183452
centriscus cristatus,centriscus cristatus,Fis-28236,65350111
lepidotrigla calodactyla,lepidotrigla calodactyla,Fis-34882,NA
callionymus limiceps,callionymus limiceps,Fis-34883,NA
bolinichthys indicus,bolinichthys indicus,Fis-28238,190390
bolinichthys photothorax,bolinichthys photothorax,Fis-28239,190317
leucoraja lentiginosa,leucoraja lentiginosa,Fis-131900,161318
anguilla dieffenbachii,anguilla dieffenbachii,Fis-34886,197276
centrobranchus nigroocellatus,centrobranchus nigroocellatus,Fis-28240,15598550
diaphus bertelseni,diaphus bertelseni,Fis-34887,15598621
triglops xenostethus,triglops xenostethus,Fis-34890,NA
