species,adult_mob,wcol,log_l,log_f,age_mat,troph
amphiura crispa,mob,rf,0.48351600000000006,10.93728,3,2.469
amphiura crossota,mob,ben,0.634728,10.93728,3,2.635
amphiura crypta,mob,rf,0.753504,10.93728,3,2.497
amphiura dacunhae,mob,rf,0.36692600000000003,10.93728,3,2.384
amphiura dawbini,mob,rf,0.206016,10.93728,2.826621,2.42
amphiura deficiens,mob,ben,0.653007,10.93728,3,2.3925
amphiura deichmanni,mob,rf,1.281863,10.93728,3,2.5005
amphiura dejecta,mob,rf,0.36058000000000007,10.93728,3,2.42
amphiura dejectoides,mob,rf,0.961636,10.93728,3,2.424
amphiura delamarei,mob,ben,0.8731040000000001,10.93728,3,2.578
amphiura demissa,mob,rf,0.570372,10.93728,3,2.584
amphiura diacritica,mob,ben,1.248779,10.93728,2.826621,2.699
amphiura diastata,mob,rf,0.551693,10.93728,3,2.6985
amphiura diducta,mob,rf,0.941765,10.93728,3,2.42
amphiura digitula,mob,ben,0.382514,10.93728,2.826621,2.557
amphiura dikellacantha,mob,rf,0.7374890000000001,10.93728,3,2.52
amphiura dino,mob,rf,0.371976,10.93728,2.826621,2.42
amphiura diomedeae,mob,ben,0.736603,10.93728,2.826621,2.5585
amphiura divaricata,mob,ben,0.488688,10.93728,3,2.557
amphiura dolia,mob,ben,0.494995,10.93728,2.826621,2.3845
amphiura ecnomiotata,mob,ben,0.7777970000000001,10.93728,3,2.4885
amphiura elandiformis,mob,rf,0.6302310000000001,10.93728,3,2.505
amphiura elegantissima,mob,rf,0.745627,10.93728,3,2.5005
amphiura eugeniae,mob,ben,1.2158930000000001,10.93728,3,2.574
amphiura eugenioides,mob,rf,0.662313,10.93728,3,2.524
amphiura euopla,mob,rf,0.776532,10.93728,2.826621,2.484
amphiura exigua,mob,rf,0.898556,10.93728,3,2.492
amphiura fasciata,mob,rf,0.694082,10.93728,3,2.492
amphiura felli,mob,rf,0.19605300000000003,10.93728,3,2.524
amphiura fibulata,mob,rf,0.663243,10.93728,3,2.4965
amphiura ficta,mob,rf,0.545803,10.93728,2.826621,2.492
amphiura filiformis,mob,ben,0.793741,10.93728,2.826621,2.497
amphiura flexuosa,mob,ben,0.579806,10.93728,3,2.6635
amphiura fragilis,mob,ben,1.168677,10.93728,3,2.695
amphiura gigantiformis,mob,rf,0.678121,10.93728,3,2.416
amphiura glabra,mob,rf,0.42468,10.93728,3,2.4285
amphiura goniodes,mob,rf,1.0262470000000001,10.93728,3,2.793
amphiura grandisquama,mob,ben,0.629201,10.93728,3,2.397
amphiura griegi,mob,rf,0.777916,10.93728,3,2.682
amphiura gymnogastra,mob,rf,0.687183,10.93728,3,2.42
amphiura gymnopora,mob,rf,0.489187,10.93728,3,2.42
amphiura heptacantha,mob,ben,0.391539,10.93728,2.826621,2.528
amphiura heraldica,mob,rf,0.840651,10.93728,2.826621,2.681
amphiura hexacantha,mob,rf,0.778158,10.93728,3,2.686
amphiura hexactis,mob,rf,0.245758,10.93728,3,2.488
amphiura hilaris,mob,rf,1.023943,10.93728,3,2.565
amphiura hinemoae,mob,rf,0.635228,10.93728,3,2.509
amphiura immira,mob,rf,0.7222609999999999,10.93728,2.826621,2.4325
amphiura incana,mob,ben,0.444075,10.93728,3,2.6185
amphiura inepta,mob,rf,0.245297,10.93728,3,2.424
amphiura instans,mob,rf,0.728811,10.93728,2.653242,2.5005
amphiura intricata,mob,rf,0.740175,10.93728,3,2.618
amphiura iraciae,mob,rf,0.516549,10.93728,2.826621,2.577
amphiura iridoides,mob,rf,0.319568,10.93728,2.653242,2.4605
amphiura joubini,mob,ben,0.529784,10.93728,3,2.61
amphiura kandai,mob,rf,0.89315,10.93728,3,2.678
amphiura kinbergi,mob,rf,0.42661699999999997,10.93728,2.826621,2.488
amphiura koreae,mob,rf,0.342078,10.93728,3,2.5735
amphiura kuekenthali,mob,rf,0.693864,10.93728,2.826621,2.682
amphiura lacazei,mob,ben,0.439888,10.93728,3,2.384
amphiura lanceolata,mob,ben,0.8931790000000001,10.93728,3,2.4615
amphiura latispina,mob,rf,0.952089,10.93728,2.826621,2.42
amphiura latisquama,mob,rf,0.9930810000000001,10.93728,3,2.465
amphiura lepidevaspis,mob,rf,0.45830400000000004,10.93728,2.653242,2.52
amphiura leptobrachia,mob,rf,0.6327060000000001,10.93728,2.826621,2.488
amphiura leptodoma,mob,rf,0.6304850000000001,10.93728,3,2.3925
amphiura leptotata,mob,rf,0.684836,10.93728,2.826621,2.577
amphiura leucaspis,mob,rf,0.731421,10.93728,3,2.592
amphiura linearis,mob,rf,0.7369770000000001,10.93728,3,2.492
amphiura liui,mob,rf,0.41374,10.93728,2.826621,2.565
amphiura lorioli,mob,rf,0.42383000000000004,10.93728,3,2.538
amphiura luetkeni,mob,ben,0.542602,10.93728,2.826621,2.501
amphiura lunaris,mob,rf,0.948114,10.93728,2.826621,2.488
amphiura lymani,mob,ben,0.761942,10.93728,2.653242,2.6545
amphiura macraspis,mob,rf,0.843499,10.93728,3,2.492
amphiura macroscytalia,mob,rf,0.635163,10.93728,2.826621,2.488
amphiura madecassae,mob,rf,0.5488310000000001,10.93728,3,2.4965
amphiura magellanica,mob,rf,0.25772900000000004,10.93728,3,2.775
amphiura magnisquama,mob,rf,0.360969,10.93728,3,2.4285
amphiura maxima,mob,rf,0.561427,10.93728,3,2.42
amphiura mediterranea,mob,ben,0.683298,10.93728,3,2.559
amphiura megalaspis,mob,rf,0.447911,10.93728,2.826621,2.7675
amphiura megapoma,mob,rf,0.800827,10.93728,3,2.6305
amphiura micra,mob,rf,0.5297000000000001,10.93728,3,2.5655
amphiura micraspis,mob,rf,0.685674,10.93728,3,2.424
amphiura microdiscoida,mob,rf,0.7709,10.93728,3,2.424
amphiura microplax,mob,ben,1.3095430000000001,10.93728,2.826621,2.3885
amphiura microsoma,mob,rf,0.780977,10.93728,2.826621,2.524
amphiura modesta,mob,rf,0.395924,10.93728,2.826621,2.524
amphiura monorima,mob,ben,0.6102700000000001,10.93728,2.826621,2.455
amphiura morosa,mob,rf,0.38421900000000003,10.93728,2.826621,2.448
amphiura muelleri,mob,rf,0.50696,10.93728,3,2.505
amphiura multiremula,mob,rf,0.693427,10.93728,3,2.424
amphiura multispina,mob,rf,0.328867,10.93728,3,2.584
amphiura nannodes,mob,rf,0.5226590000000001,10.93728,2.826621,2.38
amphiura nociva,mob,rf,0.742924,10.93728,3,2.622
amphiura octacantha,mob,rf,0.7316990000000001,10.93728,3,2.424
amphiura otteri,mob,ben,0.5142490000000001,10.93728,3,2.4925
amphiura pachybactra,mob,rf,0.876228,10.93728,3,2.524
amphiura palmeri,mob,ben,1.020695,10.93728,2.826621,2.38
amphiura papillata,mob,rf,0.831794,10.93728,2.826621,2.42
amphiura parviscutata,mob,rf,0.869545,10.93728,2.826621,2.4325
amphiura perita,mob,rf,0.839762,10.93728,2.826621,2.488
amphiura perplexus,mob,rf,0.501192,10.93728,3,2.521
amphiura phalerata,mob,ben,0.7858160000000001,10.93728,3,2.6545
amphiura plana,mob,rf,0.262469,10.93728,3,2.723
amphiura plantei,mob,rf,1.256122,10.93728,3,2.599
amphiura poecila,mob,rf,0.7047720000000001,10.93728,3,2.8025
amphiura polyacantha,mob,ben,0.521452,10.93728,2.826621,2.384
amphiura praefecta,mob,ben,0.638615,10.93728,3,2.4925
amphiura princeps,mob,rf,0.729608,10.93728,3,2.4325
amphiura proposita,mob,ben,0.713934,10.93728,3,2.4885
amphiura protecta,mob,ben,0.459352,10.93728,3,2.58
amphiura psilopora,mob,rf,0.697066,10.93728,3,2.42
amphiura ptena,mob,rf,0.865128,10.93728,3,2.599
amphiura pusilla,mob,ben,0.531021,10.93728,3,2.497
amphiura rathbuni,mob,ben,0.479579,10.93728,3,2.84
amphiura reloncavii,mob,rf,0.457068,10.93728,3,2.4245
amphiura retusa,mob,rf,0.498744,10.93728,3,2.537
amphiura richardi,mob,rf,0.491298,10.93728,3,2.722
amphiura rosae,mob,rf,0.867911,10.93728,2.826621,2.42
amphiura rosea,mob,ben,0.830872,10.93728,3,2.484
amphiura sanctaecrucis,mob,rf,0.842863,10.93728,3,2.497
amphiura sarsi,mob,rf,0.6743060000000001,10.93728,3,2.524
amphiura securigera,mob,ben,1.001465,10.93728,3,2.6865
amphiura semiermis,mob,ben,0.463779,10.93728,2.653242,2.4925
amphiura seminuda,mob,rf,0.44148600000000005,10.93728,2.826621,2.457
amphiura senegalensis,mob,rf,0.417459,10.93728,3,2.565
amphiura septemspinosa,mob,rf,0.63748,10.93728,2.826621,2.424
amphiura serpentina,mob,ben,0.806236,10.93728,3,2.484
amphiura shannoni,mob,rf,0.977695,10.93728,2.826621,2.573
amphiura simonsi,mob,rf,0.6210190000000001,10.93728,2.826621,2.678
amphiura sinicola,mob,ben,0.799409,10.93728,3,2.401
amphiura spinipes,mob,rf,0.402978,10.93728,3,2.488
amphiura stepanovi,mob,rf,0.614012,10.93728,3,2.6265
amphiura stictacantha,mob,rf,0.904155,10.93728,3,2.6985
amphiura stimpsonii,mob,rf,-1.02165,10.93728,2.826621,2.6229999999999998
amphiura sundevalli,mob,ben,0.68328,10.93728,3,2.484
amphiura syntaracha,mob,rf,0.78784,10.93728,2.826621,2.452
amphiura tenuis,mob,ben,0.695266,10.93728,2.826621,2.497
amphiura tomentosa,mob,ben,0.7044,10.93728,2.826621,2.574
amphiura trachydisca,mob,rf,0.701132,10.93728,2.826621,2.488
amphiura triaina,mob,rf,0.634656,10.93728,3,2.5005
amphiura trisacantha,mob,rf,0.741583,10.93728,3,2.488
amphiura tritonis,mob,rf,0.814758,10.93728,2.826621,2.597
amphiura tumulosa,mob,rf,0.93405,10.93728,3,2.424
amphiura tutanekai,mob,rf,0.7982,10.93728,3,2.4325
amphiura uncinata,mob,rf,0.26007700000000006,10.93728,2.826621,2.561
amphiura ungulata,mob,rf,0.606561,10.93728,3,2.484
amphiura ushakovi,mob,rf,0.5060290000000001,10.93728,3,2.489
amphiura vadicola,mob,ben,0.347219,10.93728,3,2.584
amphiura velox,mob,ben,0.599874,10.93728,3,2.4675
amphiura verticillata,mob,rf,0.645186,10.93728,3,2.525
amphogona apicata,mob,pel,-0.35667,8.05905,2.400792,3.084
amphogona apsteini,mob,pel,-0.51083,8.05905,3,3.237
amphogona pusilla,mob,pel,-0.51083,8.05905,2.400792,3.048
amphorateuthis alveatus,mob,ben,1.021396,5.75646,0.5,3.671473684210526
amphorina pallida,sed,ben,0.83291,10.292318,3.79297,3.418246153846154
amphoroidea typa,mob,ben,0.69315,7.007716,3.046,3.6428000000000003
ampithoe cookana,mig,ben,1.422706,2.9368600000000002,3.046,2
ampithoe dalli,mob,ben,0.041973999999999935,2.70291,3.646,2
ampithoe katae,mob,ben,-0.504374,2.841538,3.703768,2
ampithoe kergueleni,mig,ben,1.276004,3.067318,3.12723,2
ampithoe lacertosa,mob,ben,-1.078832,2.914598,3.346,2
ampithoe laxipodus,mob,ben,-0.9839420000000001,2.902866,4.046,2
ampithoe longimana,mob,ben,-0.890524,2.788674,3.66955,2
ampithoe marcuzzii,mig,ben,1.126356,2.544308,2.56955,2
ampithoe pollex,mig,ben,1.088914,2.833296,2.96955,2
ampithoe ramondi,mob,ben,-0.674,1.90317,2.56955,2
ampithoe roly,mob,ben,1.239504,2.8616800000000002,3.446,2
ampithoe rosema,mob,ben,1.2559740000000001,2.992138,3.16955,2
ampithoe rubricata,mig,ben,1.036424,1.5754160000000001,2.59071,2
ampithoe valida,mob,ben,-0.064388,3.21075,3.90368,2
ampithoe waialua,mob,ben,-0.14440800000000006,3.31883,4.11013,2
ampithoe zachsi,mob,ben,0.32830200000000004,3.6312919999999997,3.946,2
amplaster alatus,mob,ben,2.9090759999999998,13.81551,3,2.976
amplaster coloniensis,mob,ben,3.276828,13.81551,3,2.768
amplaster ellipticus,mob,ben,3.304712,13.81551,3,2.768
amsichthys knighti,sed,rf,1.50408,8.126018,2.82355,3.2250324398424612
anabas testudineus,mob,ben,2.8094,10.61117,17.7342876,2.76
anableps anableps,mob,ben,3.31782,5.50869,1,3.3
anableps dowii,mob,ben,3.09104,5.95203,0.5,3.3
anableps microlepis,mob,ben,3.46574,4.7409,1,3.3
anablepsoides hartii,mob,bp,2.30259,5.7641,1,3.03
anablepsoides lungi,mob,bp,2.282828,4.743593,0.7,3.03
anabrissus damesi,mob,ben,1.972625,13.81551,3,2.4779999999999998
anacanthobatis donghaiensis,mob,ben,4.161307,1.3347579999999999,13.55,3.8958333344777425
anacanthobatis marmorata,mob,ben,3.640003,1.681123,13.85,3.8195512831956915
anacanthobatis marmoratus,mob,ben,4.05742,2.1440140000000003,14.6,3.8916666666666666
anacanthobatis nanhaiensis,mob,ben,4.5301919999999996,2.441214,15.5,3.8742
anacanthobatis ori,mob,ben,4.300558,1.36906,13.802389999999999,3.823309523809524
anacanthobatis stenosoma,mob,ben,3.946804,1.750438,14.6,3.707
anacanthobythites platycephalus,sed,rf,2.36556,6.158825,1.75,3.0843980519894503
anacanthobythites tasmaniensis,sed,rf,1.66013,6.158825,1.75,3.0735440465291344
anacanthus barbatus,mob,rf,3.55535,11.641017999999999,6.143168,3.1473333428700765
anachis alliouagana,ses,ben,-0.8916,11.508884,4.2487379999999995,3.296246153846154
anachis bacalladoi,ses,ben,-0.35954,10.59189,3.924,3.321046153846154
anachis carloslirae,ses,ben,0.31481,11.508884,4.2942,3.507046153846154
anachis coseli,ses,ben,0.40547,11.508884,3.211578,3.220446153846154
anachis fenneli,ses,ben,-0.27444,11.508884,4.54942,3.493046153846154
anachis isabellei,ses,ben,-0.51083,12.425878,3.093478,3.4776000000000002
anachis jungi,sed,ben,-0.08338,11.826734,4.94239,3.52
anachis lyrata,ses,ben,0.58779,11.508884,5.52478,3.3098
anachis miser,ses,ben,0.40547,13.738116000000002,3.7538099999999996,3.534
anaderma rancureli,ses,ben,1.163421,5.75646,1.75,2
analcidometra armata,sed,rf,1.431314,8.05905,3,2.9165
anametalia grandis,mob,ben,1.425675,13.81551,3,2.4525
anametalia regularis,mob,ben,1.706892,13.81551,3,2.4775
anametalia sternaloides,mob,ben,1.569343,13.81551,3,2.505
anamixis bananarama,mob,ben,-0.98846,3.2141699999999997,4.10368,2.41
anamixis bazimut,mob,ben,-1.3884699999999999,3.077662,3.962494,2.41
anamixis cavatura,mob,ben,-0.8398340000000001,3.5032479999999997,4.11013,2.41
anamixis stebbingi,mob,ben,-1.68899,1.650596,3.06955,2.41
anamixis vanga,mob,ben,-1.239552,3.5561119999999997,3.846,2.41
anamobaea orstedii,ses,ben,2.022367,5.007529999999999,3,2
anamobaea phyllisae,ses,bp,2.390151,5.007529999999999,3,2
anampses caeruleopunctatus,mob,rf,3.52342,11.46138,3.45768,3.37
anampses chrysocephalus,mob,rf,2.77259,13.931222,5.8,3.5
anampses cuvier,mob,rf,3.43399,10.141843999999999,2.62355,3.27
anampses elegans,mob,rf,3.29213,11.780961999999999,3.4,3.5
anampses femininus,mob,rf,3.02286,10.92008,1.83413,3.449
anampses geographicus,mob,rf,3.17597,11.806258,2.5,3.5
