species,gf_level,depth_pc1,depth_pc2,log_l,mob_score,repr_pc1,repr_pc2,troph,troph_se,k_group,p_group
alticus arnoldorum,1.9833333333333334,-0.9983383594203699,-0.30452412838169246,0.9030899869919435,1.9473684210526316,-0.9836349948030545,-1.9934116523511056,2,0,f,f
alticus kirkii,1.9833333333333334,0.43517877743030897,-0.432499454140824,1.041392685158225,1.9473684210526316,-0.9836349948030545,-1.9934116523511056,2,0,f,f
alticus magnusi,2.408333333333333,0.43517877743030897,-0.432499454140824,0.9723018810612946,1.9473684210526316,-0.8987057076558007,-2.049953685807818,2,0,f,f
alticus monochrus,1.9833333333333334,0.43517877743030897,-0.432499454140824,1,1.9473684210526316,-0.9836349948030545,-1.9934116523511056,2,0,f,f
alticus montanoi,1.9833333333333334,0.43517877743030897,-0.432499454140824,1,1.9473684210526316,-0.9836349948030545,-1.9934116523511056,2,0,f,f
alticus orientalis,2.283333333333333,-0.9983383594203699,-0.30452412838169246,0.9420080530223133,1.9473684210526316,-0.8987057076558007,-2.049953685807818,2,0,f,f
alticus saliens,1.9833333333333334,0.43517877743030897,-0.432499454140824,1,1.9473684210526316,-0.9836349948030545,-1.9934116523511056,2,0,f,f
alticus sertatus,2.2333333333333334,-0.9983383594203699,-0.30452412838169246,0.9030899869919435,1.9473684210526316,-0.9836349948030545,-1.9934116523511056,2,0,f,f
alticus simplicirrus,1.9833333333333334,-0.9983383594203699,-0.30452412838169246,1.0791812460476249,1.9473684210526316,-0.9836349948030545,-1.9934116523511056,2,0,f,f
altrichthys alelia,2.7416666666666667,-0.9983383594203699,-0.30452412838169246,0.8129133566428556,1.25,-1.1989784792309215,-0.48704947678601157,2.799113924131112,0.2719582644628099,h,m
altrichthys azurelineatus,2.4833333333333334,-0.9983383594203699,-0.30452412838169246,0.8129133566428556,1.25,-1.2839077663781755,-0.4305074433292991,2.799113924131112,0.2719582644628099,h,m
altrichthys curatus,2.4833333333333334,-0.9983383594203699,-0.30452412838169246,0.8129133566428556,1.25,-1.2839077663781755,-0.4305074433292991,2.799113924131112,0.2719582644628099,h,m
aluterus heudelotii,2.0833333333333335,0.43517877743030897,-0.432499454140824,1.6532125137753437,2,0.5823899035544426,-0.3470431029653662,2,0,d,d
aluterus maculosus,2.5416666666666665,-0.6399590752077001,-0.33651795982147537,1.840472501320984,2,0.5823899035544426,-0.3470431029653662,3.1275,0.21750000000000003,l,l
aluterus monoceros,2.0833333333333335,-0.9983383594203699,-0.30452412838169246,1.8819549713396004,2,0.5823899035544426,-0.3470431029653662,3.49,0.4,l,n
aluterus schoepfii,2.0833333333333335,-0.9983383594203699,-0.30452412838169246,1.7853298350107671,2,0.5823899035544426,-0.3470431029653662,4,0.28,l,n
aluterus scriptus,2.0833333333333335,-0.9983383594203699,-0.30452412838169246,2.041392685158225,2,0.5823899035544426,-0.3470431029653662,3.02,0.19,l,d
amanses scopas,2.5833333333333335,-0.9983383594203699,-0.30452412838169246,1.3010299956639813,2,0.5823899035544426,-0.3470431029653662,3.0450000030653817,0.287225,l,l
amblychaeturichthys hexanema,2.0833333333333335,0.43517877743030897,-0.432499454140824,1.2405492482825997,1,-0.5480471396021341,-0.9432372576870108,3.4,0.45,h,m
amblychaeturichthys sciistius,2.3333333333333335,0.43517877743030897,-0.432499454140824,0.7781512503836436,1,-0.5480471396021341,-0.9432372576870108,3.4,0.45,h,h
amblyeleotris arcupinna,2.533333333333333,0.43517877743030897,-0.432499454140824,1.041392685158225,1,-0.6368726523217699,-0.9065975749564029,3.2445906397055464,0.3596654054054054,h,h
amblyeleotris aurora,2.533333333333333,-0.9983383594203699,-0.30452412838169246,1.041392685158225,1,-0.6368726523217699,-0.9065975749564029,3.2445906397055464,0.3596654054054054,h,m
amblyeleotris bellicauda,2.533333333333333,0.43517877743030897,-0.432499454140824,0.7466341989375788,1,-0.6368726523217699,-0.9065975749564029,3.2445906397055464,0.3596654054054054,h,h
amblyeleotris biguttata,2.533333333333333,0.43517877743030897,-0.432499454140824,1.0170333392987803,1,-0.6368726523217699,-0.9065975749564029,3.2445906397055464,0.3596654054054054,h,h
amblyeleotris bleekeri,2.533333333333333,0.43517877743030897,-0.432499454140824,0.7611758131557314,1,-0.6368726523217699,-0.9065975749564029,3.2445906397055464,0.3596654054054054,h,h
amblyeleotris callopareia,2.533333333333333,0.43517877743030897,-0.432499454140824,0.8920946026904804,1,-0.6368726523217699,-0.9065975749564029,3.2445906397055464,0.3596654054054054,h,h
amblyeleotris delicatulus,2.658333333333333,0.43517877743030897,-0.432499454140824,0.9627863868587587,1,-0.6368726523217699,-0.9065975749564029,3.2445906397055464,0.3596654054054054,h,h
amblyeleotris diagonalis,2.533333333333333,-0.9983383594203699,-0.30452412838169246,1.041392685158225,1,-0.6368726523217699,-0.9065975749564029,3.2445906397055464,0.3596654054054054,h,m
amblyeleotris downingi,2.533333333333333,0.43517877743030897,-0.432499454140824,1.146128035678238,1,-0.6368726523217699,-0.9065975749564029,3.2445906397055464,0.3596654054054054,h,h
amblyeleotris ellipse,2.533333333333333,0.43517877743030897,-0.432499454140824,0.6434526764861874,1,-0.6368726523217699,-0.9065975749564029,3.2445906397055464,0.3596654054054054,h,h
amblyeleotris fasciata,2.533333333333333,-0.9983383594203699,-0.30452412838169246,0.9030899869919435,1,-0.6368726523217699,-0.9065975749564029,3.2445906397055464,0.3596654054054054,h,h
amblyeleotris fontanesii,2.533333333333333,-0.9983383594203699,-0.30452412838169246,1.3979400086720377,1,-0.6368726523217699,-0.9065975749564029,3.2445906397055464,0.3596654054054054,h,m
amblyeleotris guttata,2.533333333333333,-0.9983383594203699,-0.30452412838169246,1.041392685158225,1,-0.6368726523217699,-0.9065975749564029,3.2445906397055464,0.3596654054054054,h,m
amblyeleotris gymnocephala,2.533333333333333,-0.9983383594203699,-0.30452412838169246,1.146128035678238,1,-0.6368726523217699,-0.9065975749564029,3.2445906397055464,0.3596654054054054,h,m
amblyeleotris harrisorum,2.658333333333333,0.43517877743030897,-0.432499454140824,0.9627863868587587,1,-0.6368726523217699,-0.9065975749564029,3.2445906397055464,0.3596654054054054,h,h
amblyeleotris japonica,2.4833333333333334,0.43517877743030897,-0.432499454140824,0.9294189257142927,1,-0.7218019394690238,-0.8500555414996905,3.2445906397055464,0.3596654054054054,h,h
amblyeleotris latifasciata,2.533333333333333,0.43517877743030897,-0.432499454140824,1.1139433523068367,1,-0.6368726523217699,-0.9065975749564029,3.2445906397055464,0.3596654054054054,h,h
amblyeleotris macronema,2.533333333333333,-0.9983383594203699,-0.30452412838169246,0.9030899869919435,1,-0.6368726523217699,-0.9065975749564029,3.2445906397055464,0.3596654054054054,h,h
amblyeleotris marquesas,2.533333333333333,0.43517877743030897,-0.432499454140824,0.8750612633917001,1,-0.6368726523217699,-0.9065975749564029,3.2445906397055464,0.3596654054054054,h,h
amblyeleotris masuii,2.533333333333333,0.43517877743030897,-0.432499454140824,1.041392685158225,1,-0.6368726523217699,-0.9065975749564029,3.2445906397055464,0.3596654054054054,h,h
amblyeleotris melanocephala,2.533333333333333,0.43517877743030897,-0.432499454140824,1.0216027160282422,1,-0.6368726523217699,-0.9065975749564029,3.2445906397055464,0.3596654054054054,h,h
amblyeleotris morishitai,2.533333333333333,0.43517877743030897,-0.432499454140824,1.0253058652647702,1,-0.6368726523217699,-0.9065975749564029,3.2445906397055464,0.3596654054054054,h,h
amblyeleotris neglecta,2.533333333333333,-0.9983383594203699,-0.30452412838169246,0.5314789170422551,1,-0.6368726523217699,-0.9065975749564029,3.2445906397055464,0.3596654054054054,h,h
amblyeleotris neumanni,2.533333333333333,0.43517877743030897,-0.432499454140824,0.7395723444500919,1,-0.6368726523217699,-0.9065975749564029,3.2445906397055464,0.3596654054054054,h,h
amblyeleotris novaecaledoniae,2.533333333333333,-0.9983383594203699,-0.30452412838169246,0.9777236052888477,1,-0.6368726523217699,-0.9065975749564029,3.2445906397055464,0.3596654054054054,h,m
amblyeleotris ogasawarensis,2.533333333333333,0.43517877743030897,-0.432499454140824,1,1,-0.6368726523217699,-0.9065975749564029,3.2445906397055464,0.3596654054054054,h,h
amblyeleotris periophthalma,2.533333333333333,-0.9983383594203699,-0.30452412838169246,1.041392685158225,1,-0.6368726523217699,-0.9065975749564029,3.2445906397055464,0.3596654054054054,h,m
amblyeleotris randalli,2.533333333333333,-0.9983383594203699,-0.30452412838169246,1.0791812460476249,1,-0.6368726523217699,-0.9065975749564029,3.2445906397055464,0.3596654054054054,h,m
amblyeleotris rhyax,2.533333333333333,-0.9983383594203699,-0.30452412838169246,0.9106244048892013,1,-0.6368726523217699,-0.9065975749564029,3.2445906397055464,0.3596654054054054,h,h
amblyeleotris rubrimarginata,2.533333333333333,0.43517877743030897,-0.432499454140824,1.041392685158225,1,-0.6368726523217699,-0.9065975749564029,3.2445906397055464,0.3596654054054054,h,h
amblyeleotris steinitzi,2.533333333333333,-0.9983383594203699,-0.30452412838169246,1.1139433523068367,1,-0.6368726523217699,-0.9065975749564029,3.2445906397055464,0.3596654054054054,h,m
amblyeleotris stenotaeniata,2.533333333333333,0.43517877743030897,-0.432499454140824,0.8195439355418687,1,-0.6368726523217699,-0.9065975749564029,3.2445906397055464,0.3596654054054054,h,h
amblyeleotris sungami,2.533333333333333,-0.9983383594203699,-0.30452412838169246,1,1,-0.6368726523217699,-0.9065975749564029,3.2445906397055464,0.3596654054054054,h,m
amblyeleotris taipinensis,2.533333333333333,0.43517877743030897,-0.432499454140824,0.6454222693490919,1,-0.6368726523217699,-0.9065975749564029,3.2445906397055464,0.3596654054054054,h,h
amblyeleotris triguttata,2.533333333333333,0.43517877743030897,-0.432499454140824,0.9542425094393249,1,-0.6368726523217699,-0.9065975749564029,3.2445906397055464,0.3596654054054054,h,h
amblyeleotris wheeleri,2.533333333333333,-0.9983383594203699,-0.30452412838169246,1,1,-0.6368726523217699,-0.9065975749564029,3.2445906397055464,0.3596654054054054,h,m
amblyeleotris yanoi,2.533333333333333,-0.9983383594203699,-0.30452412838169246,1.1139433523068367,1,-0.6368726523217699,-0.9065975749564029,3.2445906397055464,0.3596654054054054,h,m
amblygaster clupeoides,1.8833333333333333,-2.0682419153321,4.028681862044886,1.3222192947339193,2.5,-0.40575338029214475,-0.25663827749263524,3.11,0.28,n,k
amblygaster indiana,2.1833333333333336,-3.5017590521827784,4.156657187804018,0.46686762035410945,2.5,-0.32082409314489085,-0.3131803109493477,3.1333333333333333,0.3433333333333333,n,k
amblygaster leiogaster,1.8833333333333333,-3.5017590521827784,4.156657187804018,1.3617278360175928,2.5,-0.40575338029214475,-0.25663827749263524,3.4,0.45,n,k
amblygaster sirm,1.7833333333333334,-2.0682419153321,4.028681862044886,1.4313637641589874,2.5,-0.5756119545866528,-0.1435542105792101,2.89,0.3,n,k
amblyglyphidodon aureus,1.9833333333333334,-0.9983383594203699,-0.30452412838169246,1.1139433523068367,1.25,-1.2839077663781755,-0.4305074433292991,2.68,0.3,h,m
amblyglyphidodon batunai,2.2333333333333334,-0.9983383594203699,-0.30452412838169246,1,1.25,-1.2839077663781755,-0.4305074433292991,2.962499976158142,0.30569999999999997,h,m
amblyglyphidodon curacao,1.9833333333333334,-0.9983383594203699,-0.30452412838169246,1.041392685158225,1.25,-1.2839077663781755,-0.4305074433292991,3.0999999046325684,0.2328,h,m
amblyglyphidodon flavilatus,2.2333333333333334,-0.9983383594203699,-0.30452412838169246,1,1.25,-1.2839077663781755,-0.4305074433292991,2.962499976158142,0.30569999999999997,h,m
amblyglyphidodon flavopurpureus,2.283333333333333,-0.9983383594203699,-0.30452412838169246,0.9731278535996987,1.25,-1.1989784792309215,-0.48704947678601157,2.962499976158142,0.30569999999999997,h,m
amblyglyphidodon indicus,2.2333333333333334,-0.9983383594203699,-0.30452412838169246,0.919078092376074,1.25,-1.2839077663781755,-0.4305074433292991,2.962499976158142,0.30569999999999997,h,m
amblyglyphidodon leucogaster,1.9833333333333334,-0.9983383594203699,-0.30452412838169246,1.1139433523068367,1.25,-1.2839077663781755,-0.4305074433292991,3.38,0.39,h,m
amblyglyphidodon melanopterus,2.2333333333333334,-0.9983383594203699,-0.30452412838169246,1.0073209529227445,1.25,-1.2839077663781755,-0.4305074433292991,2.962499976158142,0.30569999999999997,h,m
amblyglyphidodon orbicularis,2.2333333333333334,0.43517877743030897,-0.432499454140824,0.919078092376074,1.25,-1.2839077663781755,-0.4305074433292991,2.962499976158142,0.30569999999999997,h,h
amblyglyphidodon silolona,2.283333333333333,-0.9983383594203699,-0.30452412838169246,1.0969100130080565,1.25,-1.1989784792309215,-0.48704947678601157,2.962499976158142,0.30569999999999997,h,m
amblyglyphidodon ternatensis,1.9833333333333334,-0.9983383594203699,-0.30452412838169246,1,1.25,-1.2839077663781755,-0.4305074433292991,2.69,0.3,h,m
amblygobius albimaculatus,2.1833333333333336,-0.9983383594203699,-0.30452412838169246,1.255272505103306,1,-0.5475462374660099,-0.5539988775415753,2.545,0.16499999999999998,h,m
amblygobius buanensis,1.9833333333333334,-0.9983383594203699,-0.30452412838169246,0.8750612633917001,1,-0.4626169503187558,-0.6105409109982879,2.72,0.24,h,h
amblygobius bynoensis,2.2333333333333334,0.43517877743030897,-0.432499454140824,1,1,-0.4626169503187558,-0.6105409109982879,2.545,0.16499999999999998,h,h
amblygobius calvatus,2.2333333333333334,-0.9983383594203699,-0.30452412838169246,0.5185139398778874,1,-0.4626169503187558,-0.6105409109982879,2.545,0.16499999999999998,h,h
amblygobius cheraphilus,2.2333333333333334,-0.9983383594203699,-0.30452412838169246,0.437750562820388,1,-0.4626169503187558,-0.6105409109982879,2.545,0.16499999999999998,h,h
amblygobius decussatus,1.9833333333333334,-0.9983383594203699,-0.30452412838169246,0.9777236052888477,1,-0.4626169503187558,-0.6105409109982879,2.72,0.24,h,m
amblygobius esakiae,2.2333333333333334,-0.9983383594203699,-0.30452412838169246,0.9294189257142927,1,-0.4626169503187558,-0.6105409109982879,2.545,0.16499999999999998,h,h
amblygobius linki,2.2333333333333334,-0.9983383594203699,-0.30452412838169246,0.8129133566428556,1,-0.4626169503187558,-0.6105409109982879,2.545,0.16499999999999998,h,h
amblygobius magnusi,2.2333333333333334,0.43517877743030897,-0.432499454140824,0.724275869600789,1,-0.4626169503187558,-0.6105409109982879,2.545,0.16499999999999998,h,h
amblygobius nocturnus,2.1833333333333336,-0.9983383594203699,-0.30452412838169246,1,1,-0.5475462374660099,-0.5539988775415753,2.545,0.16499999999999998,h,m
amblygobius phalaena,1.8833333333333333,-0.9983383594203699,-0.30452412838169246,1.1760912590556813,1,-0.6324755246132638,-0.49745684408486285,2.74,0.18,h,m
amblygobius semicinctus,1.9333333333333333,-0.9983383594203699,-0.30452412838169246,1.041392685158225,1,-0.5475462374660099,-0.5539988775415753,2,0,f,d
amblygobius sewardii,2.3583333333333334,-0.9983383594203699,-0.30452412838169246,0.9008592666725588,1,-0.4626169503187558,-0.6105409109982879,2.545,0.16499999999999998,h,h
amblygobius sphynx,2.2333333333333334,-0.9983383594203699,-0.30452412838169246,1.255272505103306,1,-0.4626169503187558,-0.6105409109982879,2.545,0.16499999999999998,h,m
amblygobius stethophthalmus,2.2333333333333334,0.43517877743030897,-0.432499454140824,0.9294189257142927,1,-0.4626169503187558,-0.6105409109982879,2.545,0.16499999999999998,h,h
amblygobius tekomaji,2.2333333333333334,0.43517877743030897,-0.432499454140824,0.5797835966168101,1,-0.4626169503187558,-0.6105409109982879,2.545,0.16499999999999998,h,h
amblyotrypauchen arctocephalus,2.8333333333333335,0.43517877743030897,-0.432499454140824,0.6947808717303807,1,-0.5480471396021341,-0.9432372576870108,3.2445906397055464,0.3596654054054054,h,h
amblypomacentrus breviceps,2.4833333333333334,-0.9983383594203699,-0.30452412838169246,0.9294189257142927,1.25,-1.2839077663781755,-0.4305074433292991,2.799113924131112,0.2719582644628099,h,m
amblypomacentrus clarus,2.4833333333333334,-0.9983383594203699,-0.30452412838169246,0.7781512503836436,1.25,-1.2839077663781755,-0.4305074433292991,2.799113924131112,0.2719582644628099,h,m
amblypomacentrus vietnamicus,2.6083333333333334,-0.9983383594203699,-0.30452412838169246,0.8537850880489681,1.25,-1.2839077663781755,-0.4305074433292991,2.799113924131112,0.2719582644628099,h,m
amioides grossidens,2.4916666666666667,-0.9983383594203699,-0.30452412838169246,1.3424226808222062,2,-1.1451464939045275,-1.9196139251011108,3.5,0.5,e,e
amioides polyacanthus,1.9833333333333334,-0.9983383594203699,-0.30452412838169246,1.3424226808222062,2,-1.2300757810517813,-1.8630718916443985,3.5,0.5,e,e
ammolabrus dicrus,2.4833333333333334,-0.9983383594203699,-0.30452412838169246,0.9735896234272569,2,0.5750085796826477,0.09629049203620817,3.476206896645682,0.415690990990991,l,l
ammotretis brevipinnis,2.2333333333333334,0.43517877743030897,-0.432499454140824,1.5797835966168101,2,1.165247684814955,0.7232319562699475,3.061,0.13,l,l
ammotretis elongatus,2.1083333333333334,0.43517877743030897,-0.432499454140824,1.3424226808222062,2,1.165247684814955,0.7232319562699475,3.061,0,l,l
ammotretis lituratus,2.2333333333333334,0.43517877743030897,-0.432499454140824,1.3617278360175928,2,1.165247684814955,0.7232319562699475,3.061,0.13,l,l
ammotretis macrolepis,2.2333333333333334,0.43517877743030897,-0.432499454140824,1,2,1.165247684814955,0.7232319562699475,3.061,0.13,g,l
ammotretis rostratus,1.9833333333333334,0.43517877743030897,-0.432499454140824,1.4771212547196624,2,1.165247684814955,0.7232319562699475,3.061,0.26,l,l
amoya gracilis,2.5833333333333335,0.43517877743030897,-0.432499454140824,1.146128035678238,1,-0.5480471396021341,-0.9432372576870108,3.2445906397055464,0.3596654054054054,h,h
amoya madraspatensis,2.5833333333333335,0.43517877743030897,-0.432499454140824,0.8450980400142568,1,-0.5480471396021341,-0.9432372576870108,3.2445906397055464,0.3596654054054054,h,h
