spp_gp,rank,name,parent,parent_level
lophocochlias minutissimus,family,tornidae,littorinimorpha,order
lophocochlias minutissimus,genus,lophocochlias,tornidae,family
lophocochlias minutissimus,species,lophocochlias minutissimus,lophocochlias,genus
lophodolos indicus,phylum,chordata,animalia,kingdom
lophodolos indicus,class,actinopterygii,chordata,phylum
lophodolos indicus,order,lophiiformes,actinopterygii,class
lophodolos indicus,family,oneirodidae,lophiiformes,order
lophodolos indicus,genus,lophodolos,oneirodidae,family
lophodolos indicus,species,lophodolos indicus,lophodolos,genus
lophogaster longirostris,phylum,arthropoda,animalia,kingdom
lophogaster longirostris,class,malacostraca,arthropoda,phylum
lophogaster longirostris,order,lophogastrida,malacostraca,class
lophogaster longirostris,family,lophogastridae,lophogastrida,order
lophogaster longirostris,genus,lophogaster,lophogastridae,family
lophogaster longirostris,species,lophogaster longirostris,lophogaster,genus
lopholatilus villarii,phylum,chordata,animalia,kingdom
lopholatilus villarii,class,actinopterygii,chordata,phylum
lopholatilus villarii,order,eupercaria incertae sedis,actinopterygii,class
lopholatilus villarii,family,malacanthidae,eupercaria incertae sedis,order
lopholatilus villarii,genus,lopholatilus,malacanthidae,family
lopholatilus villarii,species,lopholatilus villarii,lopholatilus,genus
lorabela bathybia,phylum,mollusca,animalia,kingdom
lorabela bathybia,class,gastropoda,mollusca,phylum
lorabela bathybia,order,neogastropoda,gastropoda,class
lorabela bathybia,family,mangeliidae,neogastropoda,order
lorabela bathybia,genus,lorabela,mangeliidae,family
lorabela bathybia,species,lorabela bathybia,lorabela,genus
lorabela notophila,phylum,mollusca,animalia,kingdom
lorabela notophila,class,gastropoda,mollusca,phylum
lorabela notophila,order,neogastropoda,gastropoda,class
lorabela notophila,family,mangeliidae,neogastropoda,order
lorabela notophila,genus,lorabela,mangeliidae,family
lorabela notophila,species,lorabela notophila,lorabela,genus
loripes lacteus,phylum,mollusca,animalia,kingdom
loripes lacteus,class,bivalvia,mollusca,phylum
loripes lacteus,order,lucinida,bivalvia,class
loripes lacteus,family,lucinidae,lucinida,order
loripes lacteus,genus,loripes,lucinidae,family
loripes lacteus,species,loripes lacteus,loripes,genus
loripes lucinalis,phylum,mollusca,animalia,kingdom
loripes lucinalis,class,bivalvia,mollusca,phylum
loripes lucinalis,order,lucinida,bivalvia,class
loripes lucinalis,family,lucinidae,lucinida,order
loripes lucinalis,genus,loripes,lucinidae,family
loripes lucinalis,species,loripes lucinalis,loripes,genus
loxoglypta clathrata,phylum,mollusca,animalia,kingdom
loxoglypta clathrata,class,bivalvia,mollusca,phylum
loxoglypta clathrata,order,cardiida,bivalvia,class
loxoglypta clathrata,family,tellinidae,cardiida,order
loxoglypta clathrata,genus,loxoglypta,tellinidae,family
loxoglypta clathrata,species,loxoglypta clathrata,loxoglypta,genus
loxomitra tetraorganon,phylum,entoprocta,animalia,kingdom
loxomitra tetraorganon,class,not assigned,entoprocta,phylum
loxomitra tetraorganon,order,loxosomatida,not assigned,class
loxomitra tetraorganon,family,loxosomatidae,loxosomatida,order
loxomitra tetraorganon,genus,loxomitra,loxosomatidae,family
loxomitra tetraorganon,species,loxomitra tetraorganon,loxomitra,genus
loxosoma agile,phylum,entoprocta,animalia,kingdom
loxosoma agile,class,not assigned,entoprocta,phylum
loxosoma agile,order,loxosomatida,not assigned,class
loxosoma agile,family,loxosomatidae,loxosomatida,order
loxosoma agile,genus,loxosoma,loxosomatidae,family
loxosoma agile,species,loxosoma agile,loxosoma,genus
loxosoma murmanica,phylum,entoprocta,animalia,kingdom
loxosoma murmanica,class,not assigned,entoprocta,phylum
loxosoma murmanica,order,loxosomatida,not assigned,class
loxosoma murmanica,family,loxosomatidae,loxosomatida,order
loxosoma murmanica,genus,loxosoma,loxosomatidae,family
loxosoma murmanica,species,loxosoma murmanica,loxosoma,genus
loxosoma pectinaricola,phylum,entoprocta,animalia,kingdom
loxosoma pectinaricola,class,not assigned,entoprocta,phylum
loxosoma pectinaricola,order,loxosomatida,not assigned,class
loxosoma pectinaricola,family,loxosomatidae,loxosomatida,order
loxosoma pectinaricola,genus,loxosoma,loxosomatidae,family
loxosoma pectinaricola,species,loxosoma pectinaricola,loxosoma,genus
loxosoma rhodinicola,phylum,entoprocta,animalia,kingdom
loxosoma rhodinicola,class,not assigned,entoprocta,phylum
loxosoma rhodinicola,order,loxosomatida,not assigned,class
loxosoma rhodinicola,family,loxosomatidae,loxosomatida,order
loxosoma rhodinicola,genus,loxosoma,loxosomatidae,family
loxosoma rhodinicola,species,loxosoma rhodinicola,loxosoma,genus
loxosoma significans,phylum,entoprocta,animalia,kingdom
loxosoma significans,class,not assigned,entoprocta,phylum
loxosoma significans,order,loxosomatida,not assigned,class
loxosoma significans,family,loxosomatidae,loxosomatida,order
loxosoma significans,genus,loxosoma,loxosomatidae,family
loxosoma significans,species,loxosoma significans,loxosoma,genus
loxosomella atkinsae,phylum,entoprocta,animalia,kingdom
loxosomella atkinsae,class,not assigned,entoprocta,phylum
loxosomella atkinsae,order,loxosomatida,not assigned,class
loxosomella atkinsae,family,loxosomatidae,loxosomatida,order
loxosomella atkinsae,genus,loxosomella,loxosomatidae,family
loxosomella atkinsae,species,loxosomella atkinsae,loxosomella,genus
loxosomella compressa,phylum,entoprocta,animalia,kingdom
loxosomella compressa,class,not assigned,entoprocta,phylum
loxosomella compressa,order,loxosomatida,not assigned,class
loxosomella compressa,family,loxosomatidae,loxosomatida,order
loxosomella compressa,genus,loxosomella,loxosomatidae,family
loxosomella compressa,species,loxosomella compressa,loxosomella,genus
loxosomella discopoda,phylum,entoprocta,animalia,kingdom
loxosomella discopoda,class,not assigned,entoprocta,phylum
loxosomella discopoda,order,loxosomatida,not assigned,class
loxosomella discopoda,family,loxosomatidae,loxosomatida,order
loxosomella discopoda,genus,loxosomella,loxosomatidae,family
loxosomella discopoda,species,loxosomella discopoda,loxosomella,genus
loxosomella elegans,phylum,entoprocta,animalia,kingdom
loxosomella elegans,class,not assigned,entoprocta,phylum
loxosomella elegans,order,loxosomatida,not assigned,class
loxosomella elegans,family,loxosomatidae,loxosomatida,order
loxosomella elegans,genus,loxosomella,loxosomatidae,family
loxosomella elegans,species,loxosomella elegans,loxosomella,genus
loxosomella fauveli,phylum,entoprocta,animalia,kingdom
loxosomella fauveli,class,not assigned,entoprocta,phylum
loxosomella fauveli,order,loxosomatida,not assigned,class
loxosomella fauveli,family,loxosomatidae,loxosomatida,order
loxosomella fauveli,genus,loxosomella,loxosomatidae,family
loxosomella fauveli,species,loxosomella fauveli,loxosomella,genus
loxosomella harmeri,phylum,entoprocta,animalia,kingdom
loxosomella harmeri,class,not assigned,entoprocta,phylum
loxosomella harmeri,order,loxosomatida,not assigned,class
loxosomella harmeri,family,loxosomatidae,loxosomatida,order
loxosomella harmeri,genus,loxosomella,loxosomatidae,family
loxosomella harmeri,species,loxosomella harmeri,loxosomella,genus
loxosomella marsypos,phylum,entoprocta,animalia,kingdom
loxosomella marsypos,class,not assigned,entoprocta,phylum
loxosomella marsypos,order,loxosomatida,not assigned,class
loxosomella marsypos,family,loxosomatidae,loxosomatida,order
loxosomella marsypos,genus,loxosomella,loxosomatidae,family
loxosomella marsypos,species,loxosomella marsypos,loxosomella,genus
loxosomella nitschei,phylum,entoprocta,animalia,kingdom
loxosomella nitschei,class,not assigned,entoprocta,phylum
loxosomella nitschei,order,loxosomatida,not assigned,class
loxosomella nitschei,family,loxosomatidae,loxosomatida,order
loxosomella nitschei,genus,loxosomella,loxosomatidae,family
loxosomella nitschei,species,loxosomella nitschei,loxosomella,genus
loxosomella nordgaardi,phylum,entoprocta,animalia,kingdom
loxosomella nordgaardi,class,not assigned,entoprocta,phylum
loxosomella nordgaardi,order,loxosomatida,not assigned,class
loxosomella nordgaardi,family,loxosomatidae,loxosomatida,order
loxosomella nordgaardi,genus,loxosomella,loxosomatidae,family
loxosomella nordgaardi,species,loxosomella nordgaardi,loxosomella,genus
loxosomella obesa,phylum,entoprocta,animalia,kingdom
loxosomella obesa,class,not assigned,entoprocta,phylum
loxosomella obesa,order,loxosomatida,not assigned,class
loxosomella obesa,family,loxosomatidae,loxosomatida,order
loxosomella obesa,genus,loxosomella,loxosomatidae,family
loxosomella obesa,species,loxosomella obesa,loxosomella,genus
loxosomella phascolosomata,phylum,entoprocta,animalia,kingdom
loxosomella phascolosomata,class,not assigned,entoprocta,phylum
loxosomella phascolosomata,order,loxosomatida,not assigned,class
loxosomella phascolosomata,family,loxosomatidae,loxosomatida,order
loxosomella phascolosomata,genus,loxosomella,loxosomatidae,family
loxosomella phascolosomata,species,loxosomella phascolosomata,loxosomella,genus
loxosomella polita,phylum,entoprocta,animalia,kingdom
loxosomella polita,class,not assigned,entoprocta,phylum
loxosomella polita,order,loxosomatida,not assigned,class
loxosomella polita,family,loxosomatidae,loxosomatida,order
loxosomella polita,genus,loxosomella,loxosomatidae,family
loxosomella polita,species,loxosomella polita,loxosomella,genus
loxosomella similis,phylum,entoprocta,animalia,kingdom
loxosomella similis,class,not assigned,entoprocta,phylum
loxosomella similis,order,loxosomatida,not assigned,class
loxosomella similis,family,loxosomatidae,loxosomatida,order
loxosomella similis,genus,loxosomella,loxosomatidae,family
loxosomella similis,species,loxosomella similis,loxosomella,genus
loxosomella varians,phylum,entoprocta,animalia,kingdom
loxosomella varians,class,not assigned,entoprocta,phylum
loxosomella varians,order,loxosomatida,not assigned,class
loxosomella varians,family,loxosomatidae,loxosomatida,order
loxosomella varians,genus,loxosomella,loxosomatidae,family
loxosomella varians,species,loxosomella varians,loxosomella,genus
lucernariopsis vanhoeffeni,phylum,cnidaria,animalia,kingdom
lucernariopsis vanhoeffeni,class,staurozoa,cnidaria,phylum
lucernariopsis vanhoeffeni,order,stauromedusae,staurozoa,class
lucernariopsis vanhoeffeni,family,kishinouyeidae,stauromedusae,order
lucernariopsis vanhoeffeni,genus,lucernariopsis,kishinouyeidae,family
lucernariopsis vanhoeffeni,species,lucernariopsis vanhoeffeni,lucernariopsis,genus
lucifer chacei,phylum,arthropoda,animalia,kingdom
lucifer chacei,class,malacostraca,arthropoda,phylum
lucifer chacei,order,decapoda,malacostraca,class
lucifer chacei,family,luciferidae,decapoda,order
lucifer chacei,genus,lucifer,luciferidae,family
lucifer chacei,species,lucifer chacei,lucifer,genus
lucifer faxoni,phylum,arthropoda,animalia,kingdom
lucifer faxoni,class,malacostraca,arthropoda,phylum
lucifer faxoni,order,decapoda,malacostraca,class
lucifer faxoni,family,luciferidae,decapoda,order
lucifer faxoni,genus,lucifer,luciferidae,family
lucifer faxoni,species,lucifer faxoni,lucifer,genus
lucifer hanseni,phylum,arthropoda,animalia,kingdom
lucifer hanseni,class,malacostraca,arthropoda,phylum
lucifer hanseni,order,decapoda,malacostraca,class
lucifer hanseni,family,luciferidae,decapoda,order
lucifer hanseni,genus,lucifer,luciferidae,family
lucifer hanseni,species,lucifer hanseni,lucifer,genus
lucina ephraimi,phylum,mollusca,animalia,kingdom
lucina ephraimi,class,bivalvia,mollusca,phylum
lucina ephraimi,order,lucinida,bivalvia,class
lucina ephraimi,family,lucinidae,lucinida,order
lucina ephraimi,genus,lucina,lucinidae,family
lucina ephraimi,species,lucina ephraimi,lucina,genus
lucina pectinata,phylum,mollusca,animalia,kingdom
lucina pectinata,class,bivalvia,mollusca,phylum
lucina pectinata,order,lucinida,bivalvia,class
lucina pectinata,family,lucinidae,lucinida,order
lucina pectinata,genus,lucina,lucinidae,family
lucina pectinata,species,lucina pectinata,lucina,genus
lucina radians,phylum,mollusca,animalia,kingdom
lucina radians,class,bivalvia,mollusca,phylum
lucina radians,order,lucinida,bivalvia,class
lucina radians,family,lucinidae,lucinida,order
lucina radians,genus,lucina,lucinidae,family
lucina radians,species,lucina radians,lucina,genus
luidia elegans,phylum,echinodermata,animalia,kingdom
luidia elegans,class,asteroidea,echinodermata,phylum
luidia elegans,order,paxillosida,asteroidea,class
luidia elegans,family,luidiidae,paxillosida,order
luidia elegans,genus,luidia,luidiidae,family
luidia elegans,species,luidia elegans,luidia,genus
lumbrineris heteropoda,phylum,annelida,animalia,kingdom
lumbrineris heteropoda,class,polychaeta,annelida,phylum
lumbrineris heteropoda,order,eunicida,polychaeta,class
lumbrineris heteropoda,family,lumbrineridae,eunicida,order
lumbrineris heteropoda,genus,lumbrineris,lumbrineridae,family
lumbrineris heteropoda,species,lumbrineris heteropoda,lumbrineris,genus
lumbrineris impatiens,phylum,annelida,animalia,kingdom
lumbrineris impatiens,class,polychaeta,annelida,phylum
lumbrineris impatiens,order,eunicida,polychaeta,class
lumbrineris impatiens,family,lumbrineridae,eunicida,order
lumbrineris impatiens,genus,lumbrineris,lumbrineridae,family
lumbrineris impatiens,species,lumbrineris impatiens,lumbrineris,genus
lumbrineris tenuis,phylum,annelida,animalia,kingdom
lumbrineris tenuis,class,polychaeta,annelida,phylum
lumbrineris tenuis,order,eunicida,polychaeta,class
lumbrineris tenuis,family,lumbrineridae,eunicida,order
lumbrineris tenuis,genus,lumbrineris,lumbrineridae,family
lumbrineris tenuis,species,lumbrineris tenuis,lumbrineris,genus
lumbrineris verrilli,phylum,annelida,animalia,kingdom
lumbrineris verrilli,class,polychaeta,annelida,phylum
lumbrineris verrilli,order,eunicida,polychaeta,class
lumbrineris verrilli,family,lumbrineridae,eunicida,order
lumbrineris verrilli,genus,lumbrineris,lumbrineridae,family
lumbrineris verrilli,species,lumbrineris verrilli,lumbrineris,genus
lunatia fringilla,phylum,mollusca,animalia,kingdom
lunatia fringilla,class,gastropoda,mollusca,phylum
lunatia fringilla,order,littorinimorpha,gastropoda,class
lunatia fringilla,family,naticidae,littorinimorpha,order
lunatia fringilla,genus,lunatia,naticidae,family
lunatia fringilla,species,lunatia fringilla,lunatia,genus
lunulicardia auricula,phylum,mollusca,animalia,kingdom
lunulicardia auricula,class,bivalvia,mollusca,phylum
lunulicardia auricula,order,cardiida,bivalvia,class
lunulicardia auricula,family,cardiidae,cardiida,order
lunulicardia auricula,genus,lunulicardia,cardiidae,family
lunulicardia auricula,species,lunulicardia auricula,lunulicardia,genus
lunulicardia subretusa,phylum,mollusca,animalia,kingdom
lunulicardia subretusa,class,bivalvia,mollusca,phylum
lunulicardia subretusa,order,cardiida,bivalvia,class
lunulicardia subretusa,family,cardiidae,cardiida,order
lunulicardia subretusa,genus,lunulicardia,cardiidae,family
lunulicardia subretusa,species,lunulicardia subretusa,lunulicardia,genus
lurifax vitreus,phylum,mollusca,animalia,kingdom
lurifax vitreus,class,gastropoda,mollusca,phylum
lurifax vitreus,order,archaeogastropoda,gastropoda,class
lurifax vitreus,family,orbitestellidae,archaeogastropoda,order
lurifax vitreus,genus,lurifax,orbitestellidae,family
lurifax vitreus,species,lurifax vitreus,lurifax,genus
lutraria australis,phylum,mollusca,animalia,kingdom
lutraria australis,class,bivalvia,mollusca,phylum
lutraria australis,order,venerida,bivalvia,class
lutraria australis,family,mactridae,venerida,order
lutraria australis,genus,lutraria,mactridae,family
lutraria australis,species,lutraria australis,lutraria,genus
lutraria philippinarum,phylum,mollusca,animalia,kingdom
lutraria philippinarum,class,bivalvia,mollusca,phylum
lutraria philippinarum,order,venerida,bivalvia,class
lutraria philippinarum,family,mactridae,venerida,order
lutraria philippinarum,genus,lutraria,mactridae,family
lutraria philippinarum,species,lutraria philippinarum,lutraria,genus
lygdamis indicus,phylum,annelida,animalia,kingdom
lygdamis indicus,class,polychaeta,annelida,phylum
lygdamis indicus,order,canalipalpata,polychaeta,class
lygdamis indicus,family,sabellariidae,canalipalpata,order
lygdamis indicus,genus,lygdamis,sabellariidae,family
