species,iucn_sid,taxon
ecsenius shirleyae,48342179,fish
ecsenius stictus,48342262,fish
ecsenius stigmatura,48342269,fish
ecsenius taeniatus,48342504,fish
ecsenius tessera,48342512,fish
ecsenius tigris,48342364,fish
ecsenius tricolor,48342339,fish
ecsenius trilineatus,154947,fish
ecsenius yaeyamaensis,48342451,fish
ectias turqueti,NA,crustacea_arthropods
ectreposebastes imus,15622831,fish
ectreposebastes niger,NA,fish
ectyoplasia ferox,NA,sponges
ectyoplasia tabula,NA,sponges
edentoliparis terraenovae,NA,fish
edotia lyonsi,NA,crustacea_arthropods
edotia montosa,NA,crustacea_arthropods
eduarctus aesopius,185096,crustacea_arthropods
eduarctus lewinsohni,184995,crustacea_arthropods
eduarctus marginatus,185006,crustacea_arthropods
eduarctus martensii,170037,crustacea_arthropods
eduarctus modestus,184997,crustacea_arthropods
eduarctus perspicillatus,185028,crustacea_arthropods
eduarctus pyrrhonotus,185090,crustacea_arthropods
eduarctus reticulatus,185088,crustacea_arthropods
edwardsia andresi,NA,corals
edwardsia claparedii,NA,corals
edwardsianthus pudicus,NA,corals
eeyorius hutchinsi,NA,fish
eglisia tricarinata,NA,molluscs
eguchipsammia cornucopia,NA,corals
eguchipsammia fistula,NA,corals
eguchipsammia gaditana,NA,corals
eguchipsammia japonica,NA,corals
eguchipsammia strigosa,NA,corals
ehirava fluviatilis,98472093,fish
ehlersileanira incisa,NA,polychaetes
eiconaxius agassizi,NA,crustacea_arthropods
eiconaxius caribbaeus,NA,crustacea_arthropods
einara edentula,57825241,fish
einara macrolepis,15148742,fish
ekemblemaria lira,183865,fish
ekemblemaria myersi,183605,fish
ekemblemaria nigra,47142908,fish
ektonodiastylis nimia,NA,crustacea_arthropods
elacatinus chancei,185976,fish
elacatinus evelynae,185988,fish
elacatinus figaro,NA,fish
elacatinus horsti,185975,fish
elacatinus oceanops,185986,fish
elacatinus prochilos,185980,fish
elacatinus randalli,185987,fish
elacatinus xanthiprora,185974,fish
elachisina floridana,NA,molluscs
elagatis bipinnulata,16440027,fish
elasmopus balkomanus,NA,crustacea_arthropods
elasmopus levis,NA,crustacea_arthropods
elasmopus pectenicrus,NA,crustacea_arthropods
elasmopus pocillimanus,NA,crustacea_arthropods
elasmopus rapax,NA,crustacea_arthropods
elassochirus tenuimanus,NA,crustacea_arthropods
elassodiscus caudatus,NA,fish
elassodiscus tremebundus,NA,fish
elates ransonnettii,NA,fish
elattarchus archidium,183580,fish
electrolux addisoni,161428,elasmobranchs
electrona antarctica,130346041,fish
electrona carlsbergi,130346273,fish
electrona paucirastra,130346280,fish
electrona risso,198615,fish
electrona subaspera,130346283,fish
eledone caparti,162990,cephalopods
eledone cirrhosa,163307,cephalopods
eledone massyae,163047,cephalopods
eledone moschata,163360,cephalopods
eledone palari,162937,cephalopods
eleginops maclovinus,NA,fish
eleginus gracilis,NA,fish
eleotris acanthopoma,NA,fish
eleotris amblyopsis,185989,fish
eleotris fusca,166077,fish
eleotris mauritiana,57508187,fish
eleotris melanosoma,7135,fish
eleotris pisonis,185991,fish
eleotris vittata,183169,fish
eleutherochir opercularis,NA,fish
eleutheronema rhadinum,NA,fish
eleutheronema tetradactylum,NA,fish
ellochelon vaigiensis,197054,fish
elops affinis,184047,fish
elops hawaiensis,194307,fish
elops lacerta,182549,fish
elops machnata,172363,fish
elops saurus,191822,fish
elops senegalensis,194308,fish
elops smithi,194309,fish
elthusa raynaudii,NA,crustacea_arthropods
elysia australis,NA,molluscs
elysia coodgeensis,NA,molluscs
elysia cornigera,NA,molluscs
elysia crispata,NA,molluscs
elysia diomedea,NA,molluscs
elysia flava,NA,molluscs
elysia maoria,NA,molluscs
elysia ornata,NA,molluscs
elysia papillosa,NA,molluscs
elysia patina,NA,molluscs
elysia subornata,NA,molluscs
elysia tomentosa,NA,molluscs
elysia velutinus,NA,molluscs
ematops randalli,135442422,fish
embassichthys bathybius,158625197,fish
embiotoca jacksoni,141748350,fish
embiotoca lateralis,141481460,fish
emblemaria atlantica,46104133,fish
emblemaria australis,185172,fish
emblemaria biocellata,47142915,fish
emblemaria caldwelli,47142918,fish
emblemaria caycedoi,47142927,fish
emblemaria culmenis,47142930,fish
emblemaria diphyodontis,47142939,fish
emblemaria hudsoni,185189,fish
emblemaria hyltoni,47142944,fish
emblemaria hypacanthus,183699,fish
emblemaria nivipes,183676,fish
emblemaria pandionis,46104136,fish
emblemaria piratica,183628,fish
emblemaria piratula,46104139,fish
emblemaria vitta,47142954,fish
emblemaria walkeri,184020,fish
emblemariopsis arawak,194085,fish
emblemariopsis bahamensis,46104142,fish
emblemariopsis bottomei,47143144,fish
emblemariopsis carib,194087,fish
emblemariopsis dianae,47143154,fish
emblemariopsis diaphana,185179,fish
emblemariopsis leptocirris,47143163,fish
emblemariopsis occidentalis,47143173,fish
emblemariopsis pricei,47143176,fish
emblemariopsis ramirezi,47143206,fish
emblemariopsis randalli,47143213,fish
emblemariopsis ruetzleri,47143216,fish
emblemariopsis signifer,154775,fish
emblemariopsis tayrona,5325,fish
embletonia gracilis,NA,molluscs
emmelichthyops atlanticus,190205,fish
emmelichthys nitidus,21128487,fish
emmelichthys struhsakeri,NA,fish
emydocephalus annulatus,176720,reptiles
emydocephalus ijimae,176706,reptiles
enaeta cylleniformis,NA,molluscs
enallopsammia profunda,NA,corals
enallopsammia rostrata,NA,corals
encheliophis boraborensis,135444494,fish
encheliophis gracilis,135444821,fish
encheliophis homei,135444879,fish
encheliophis vermicularis,135444957,fish
enchelycore anatina,195688,fish
enchelycore bayeri,195689,fish
enchelycore carychroa,195691,fish
enchelycore lichenosa,195693,fish
enchelycore nigricans,195694,fish
enchelycore octaviana,183450,fish
enchelycore pardalis,195696,fish
enchelycore schismatorhynchus,155091,fish
enchelynassa canina,NA,fish
enchelyopus cimbrius,15522054,fish
enchelyurus ater,48342160,fish
enchelyurus brunneolus,48342148,fish
enchelyurus flavipes,48342232,fish
enchelyurus kraussii,48342433,fish
enchelyurus petersi,48342320,fish
encope aberrans,NA,echinoderms
encope michelini,NA,echinoderms
encope micropora,NA,echinoderms
encrasicholina auster,118357019,fish
encrasicholina devisi,NA,fish
encrasicholina gloria,98798114,fish
encrasicholina heteroloba,75155263,fish
encrasicholina heteroloba,103422139,fish
encrasicholina intermedia,98798304,fish
encrasicholina macrocephala,98901778,fish
encrasicholina oligobranchus,98940490,fish
encrasicholina punctifer,75155303,fish
encrasicholina purpurea,98943344,fish
encrasicholina sigma,178144049,fish
endeis australis,NA,crustacea_arthropods
endeis biseriata,NA,crustacea_arthropods
endeis flaccida,NA,crustacea_arthropods
endeis meridionalis,NA,crustacea_arthropods
endeis mollis,NA,crustacea_arthropods
endeis spinosa,NA,crustacea_arthropods
endeis viridis,NA,crustacea_arthropods
endopachys grayi,NA,corals
engina alveolata,NA,molluscs
engina concinna,NA,molluscs
engina lineata,NA,molluscs
engina mendicaria,NA,molluscs
engina menkeana,NA,molluscs
engina siderea,NA,molluscs
engina turbinella,NA,molluscs
engina zonalis,NA,molluscs
engraulis albidus,18124888,fish
engraulis anchoita,195023,fish
engraulis australis,98953869,fish
engraulis capensis,98962403,fish
engraulis encrasicolus,198568,fish
engraulis eurystole,16440016,fish
engraulis japonicus,98969433,fish
engraulis mordax,183856,fish
engraulis ringens,183775,fish
engyophrys sanctilaurentii,183467,fish
engyophrys senta,16765190,fish
engyprosopon annulatus,143820459,fish
engyprosopon bleekeri,143820481,fish
engyprosopon grandisquama,46093134,fish
engyprosopon latifrons,123495795,fish
engyprosopon macrolepis,69744004,fish
engyprosopon maldivensis,69744038,fish
engyprosopon mogkii,143820839,fish
engyprosopon septempes,69744195,fish
engyprosopon xystrias,69744396,fish
enhydra lutris,7750,marine_mammals
enigmapercis reducta,NA,fish
enigmopora darveliensis,132912,corals
enixotrophon plicilaminatus,NA,molluscs
enneacampus kaupi,168000,fish
enneanectes altivelis,178978,fish
enneanectes atrorus,178919,fish
enneanectes boehlkei,178910,fish
enneanectes carminalis,183679,fish
enneanectes deloachorum,49438012,fish
enneanectes flavus,143613507,fish
enneanectes glendae,NA,fish
enneanectes jordani,179116,fish
enneanectes macrops,NA,fish
enneanectes matador,49437996,fish
enneanectes pectoralis,178898,fish
enneanectes quadra,143620010,fish
enneanectes reticulatus,183408,fish
enneanectes smithi,178938,fish
enneanectes wilki,49438010,fish
