am_sid,species,trait,trait_value
Fis-26961,hyporhamphus limbatus,thermal_tolerance_range,2.5-5C
Fis-26963,plectorhinchus pictus,thermal_tolerance_range,7.5-10C
Fis-26965,valamugil speigleri,thermal_tolerance_range,2.5-5C
Fis-26966,pennahia macrocephalus,thermal_tolerance_range,7.5-10C
Fis-26967,paraclinus altivelis,thermal_tolerance_range,2.5-5C
Fis-150744,liachirus melanospilos,thermal_tolerance_range,5-7.5C
Fis-26969,paraclinus mexicanus,thermal_tolerance_range,2.5-5C
Fis-32766,solegnathus lettiensis,thermal_tolerance_range,10-15C
Fis-32767,rypticus nigripinnis,thermal_tolerance_range,5-7.5C
Fis-32807,scarus perrico,thermal_tolerance_range,5-7.5C
Fis-26994,pterotolithus maculatus,thermal_tolerance_range,0-2.5C
Fis-119366,chlorurus oedema,thermal_tolerance_range,5-7.5C
Fis-26999,parapercis filamentosa,thermal_tolerance_range,2.5-5C
Fis-146241,palutrus scapulopunctatus,thermal_tolerance_range,0-2.5C
Fis-27004,tripodichthys blochii,thermal_tolerance_range,2.5-5C
Fis-27005,periophthalmodon schlosseri,thermal_tolerance_range,0-2.5C
Fis-32815,bregmaceros nectabanus,thermal_tolerance_range,7.5-10C
Fis-27010,gaidropsarus capensis,thermal_tolerance_range,2.5-5C
Fis-150335,gaidropsarus novaezealandiae,thermal_tolerance_range,7.5-10C
Fis-32836,priolepis fallacincta,thermal_tolerance_range,2.5-5C
Fis-32869,helcogramma decurrens,thermal_tolerance_range,5-7.5C
Fis-32872,helcogramma springeri,thermal_tolerance_range,2.5-5C
Fis-32885,homostolus acer,thermal_tolerance_range,>15C
Fis-27050,pleuronichthys cornutus,thermal_tolerance_range,7.5-10C
Fis-153350,tanakius kitaharae,thermal_tolerance_range,10-15C
Fis-27055,microstomus achne,thermal_tolerance_range,>15C
Fis-55089,cleisthenes herzensteini,thermal_tolerance_range,10-15C
Fis-167319,ostorhinchus doederleini,thermal_tolerance_range,5-7.5C
Fis-167284,ostorhinchus hoevenii,thermal_tolerance_range,2.5-5C
Fis-149729,ostorhinchus moluccensis,thermal_tolerance_range,0-2.5C
Fis-170331,ostorhinchus notatus,thermal_tolerance_range,7.5-10C
Fis-32915,neamia octospina,thermal_tolerance_range,2.5-5C
Fis-27126,eptatretus burgeri,thermal_tolerance_range,10-15C
Fis-32970,myxine affinis,thermal_tolerance_range,7.5-10C
Fis-33012,citharoides macrolepidotus,thermal_tolerance_range,10-15C
Fis-33013,lepidoblepharon ophthalmolepis,thermal_tolerance_range,>15C
Fis-27193,pseudorhombus jenynsii,thermal_tolerance_range,10-15C
Fis-33018,pseudorhombus pentophthalmus,thermal_tolerance_range,10-15C
Fis-33020,ammotretis rostratus,thermal_tolerance_range,5-7.5C
Fis-33022,dexistes rikuzenius,thermal_tolerance_range,5-7.5C
Fis-27196,eopsetta grigorjewi,thermal_tolerance_range,10-15C
Fis-33024,lepidopsetta mochigarei,thermal_tolerance_range,10-15C
Fis-33026,pelotretis flavilatus,thermal_tolerance_range,5-7.5C
Fis-33027,peltorhamphus novaezeelandiae,thermal_tolerance_range,5-7.5C
Fis-33044,symphurus normani,thermal_tolerance_range,10-15C
Fis-33055,rhombosolea tapirina,thermal_tolerance_range,7.5-10C
Fis-27214,neolaeops microphthalmus,thermal_tolerance_range,>15C
Fis-27215,psettina brevirictis,thermal_tolerance_range,5-7.5C
Fis-27217,cynoglossus capensis,thermal_tolerance_range,7.5-10C
Fis-161142,aseraggodes xenicus,thermal_tolerance_range,2.5-5C
Fis-27219,pardachirus marmoratus,thermal_tolerance_range,2.5-5C
Fis-165323,brachirus niger,thermal_tolerance_range,7.5-10C
Fis-33100,cynoglossus interruptus,thermal_tolerance_range,7.5-10C
Fis-33102,cynoglossus joyneri,thermal_tolerance_range,10-15C
Fis-33107,dasyatis marmorata,thermal_tolerance_range,5-7.5C
Fis-27239,paraplagusia japonica,thermal_tolerance_range,7.5-10C
Fis-27240,aetobatus flagellum,thermal_tolerance_range,5-7.5C
Fis-27243,pseudaesopia japonica,thermal_tolerance_range,7.5-10C
Fis-27247,cataetyx bruuni,thermal_tolerance_range,5-7.5C
Fis-27248,zebrias zebra,thermal_tolerance_range,10-15C
Fis-27250,grammonus longhursti,thermal_tolerance_range,0-2.5C
Fis-33128,thalassobathia pelagica,thermal_tolerance_range,0-2.5C
Fis-27256,cheilopogon milleri,thermal_tolerance_range,2.5-5C
Fis-33140,tylosurus acus rafale,thermal_tolerance_range,2.5-5C
Fis-170050,scomberesox scombroides,thermal_tolerance_range,7.5-10C
Fis-33151,panturichthys mauritanicus,thermal_tolerance_range,5-7.5C
Fis-27273,pythonichthys macrurus,thermal_tolerance_range,0-2.5C
Fis-33152,melamphaes eulepis,thermal_tolerance_range,7.5-10C
Fis-27274,pythonichthys microphthalmus,thermal_tolerance_range,2.5-5C
Fis-165314,bathycongrus bertini,thermal_tolerance_range,2.5-5C
Fis-33163,hoplunnis punctata,thermal_tolerance_range,2.5-5C
Fis-27288,apterichtus monodi,thermal_tolerance_range,2.5-5C
Fis-33164,bascanichthys ceciliae,thermal_tolerance_range,2.5-5C
Fis-27290,callechelys leucoptera,thermal_tolerance_range,0-2.5C
Fis-27291,echelus pachyrhynchus,thermal_tolerance_range,7.5-10C
Fis-27295,myrophis plumbeus,thermal_tolerance_range,2.5-5C
Fis-33171,mystriophis crosnieri,thermal_tolerance_range,5-7.5C
Fis-27301,avocettina acuticeps,thermal_tolerance_range,10-15C
Fis-33186,glossanodon polli,thermal_tolerance_range,0-2.5C
Fis-33221,luciosudis normani,thermal_tolerance_range,5-7.5C
Fis-33256,acropoma hanedai,thermal_tolerance_range,7.5-10C
Fis-33257,malakichthys wakiyae,thermal_tolerance_range,10-15C
Fis-33259,ambassis urotaenia,thermal_tolerance_range,2.5-5C
Fis-33261,aploactis aspera,thermal_tolerance_range,5-7.5C
Fis-33262,erisphex pottii,thermal_tolerance_range,10-15C
Fis-170288,jaydia carinatus,thermal_tolerance_range,7.5-10C
Fis-165216,ostorhinchus cookii,thermal_tolerance_range,2.5-5C
Fis-170340,ostorhinchus semilineatus,thermal_tolerance_range,7.5-10C
Fis-33269,cynoglossus maculipinnis,thermal_tolerance_range,2.5-5C
Fis-27428,zenarchopterus dispar,thermal_tolerance_range,2.5-5C
Fis-33699,chaunax penicillatus,thermal_tolerance_range,>15C
Fis-19194,microphis aculeatus,thermal_tolerance_range,2.5-5C
Fis-33712,ambassis dussumieri,thermal_tolerance_range,5-7.5C
Fis-33716,priacanthus fitchi,thermal_tolerance_range,5-7.5C
Fis-27541,pomadasys guoraca,thermal_tolerance_range,0-2.5C
Fis-62927,pomadasys perotaei,thermal_tolerance_range,2.5-5C
Fis-33719,priacanthus prolixus,thermal_tolerance_range,2.5-5C
Fis-33721,priacanthus zaiserae,thermal_tolerance_range,7.5-10C
Fis-172590,parachelon grandisquamis,thermal_tolerance_range,2.5-5C
Fis-27546,hypleurochilus langi,thermal_tolerance_range,2.5-5C
Fis-27550,caffrogobius caffer,thermal_tolerance_range,5-7.5C
Fis-61217,caffrogobius gilchristi,thermal_tolerance_range,7.5-10C
Fis-27552,caffrogobius natalensis,thermal_tolerance_range,5-7.5C
Fis-27554,caffrogobius nudiceps,thermal_tolerance_range,7.5-10C
Fis-27565,drombus triangularis,thermal_tolerance_range,2.5-5C
Fis-17253,favonigobius reichei,thermal_tolerance_range,2.5-5C
Fis-152317,psammogobius biocellatus,thermal_tolerance_range,5-7.5C
Fis-125127,gobioides sagitta,thermal_tolerance_range,0-2.5C
Fis-59241,oligolepis keiensis,thermal_tolerance_range,2.5-5C
Fis-27577,hemiramphus marginatus,thermal_tolerance_range,2.5-5C
Fis-27582,coryogalops william,thermal_tolerance_range,7.5-10C
Fis-27584,nematogobius maindroni,thermal_tolerance_range,7.5-10C
Fis-27585,caffrogobius saldanha,thermal_tolerance_range,5-7.5C
Fis-27586,oxyurichthys microlepis,thermal_tolerance_range,2.5-5C
Fis-27587,oxyurichthys tentacularis,thermal_tolerance_range,2.5-5C
Fis-27590,porogobius schlegelii,thermal_tolerance_range,0-2.5C
Fis-33744,silhouettea insinuans,thermal_tolerance_range,5-7.5C
Fis-27603,bostrychus africanus,thermal_tolerance_range,2.5-5C
Fis-27612,ophiocara porocephala,thermal_tolerance_range,2.5-5C
Fis-33773,parabembras robinsoni,thermal_tolerance_range,2.5-5C
Fis-33774,myxine capensis,thermal_tolerance_range,2.5-5C
Fis-27681,hydrolagus africanus,thermal_tolerance_range,>15C
Fis-27684,enchelycore lichenosa,thermal_tolerance_range,2.5-5C
Fis-27688,gymnothorax kidako,thermal_tolerance_range,5-7.5C
Fis-27689,gymnothorax prasinus,thermal_tolerance_range,5-7.5C
Fis-27694,gymnothorax reevesii,thermal_tolerance_range,5-7.5C
Fis-33792,gymnothorax reticularis,thermal_tolerance_range,7.5-10C
Fis-33798,dolichosudis fuliginosa,thermal_tolerance_range,2.5-5C
Fis-62845,ebinania costaecanariae,thermal_tolerance_range,10-15C
Fis-27703,neomerinthe folgori,thermal_tolerance_range,5-7.5C
Fis-27707,schedophilus huttoni,thermal_tolerance_range,7.5-10C
Fis-33814,umbrina steindachneri,thermal_tolerance_range,0-2.5C
Fis-33818,cynoglossus carpenteri,thermal_tolerance_range,2.5-5C
Fis-33820,astronesthes martensii,thermal_tolerance_range,5-7.5C
Fis-33825,halicampus macrorhynchus,thermal_tolerance_range,2.5-5C
Fis-33828,nettastoma parviceps,thermal_tolerance_range,10-15C
Fis-120669,notacanthus sexspinis,thermal_tolerance_range,7.5-10C
Fis-27727,nansenia macrolepis,thermal_tolerance_range,2.5-5C
Fis-33830,woodsia meyerwaardeni,thermal_tolerance_range,10-15C
Fis-33831,parma oligolepis,thermal_tolerance_range,2.5-5C
Fis-33833,lepidion natalensis,thermal_tolerance_range,>15C
Fis-33835,physiculus natalensis,thermal_tolerance_range,>15C
Fis-33840,neobythites analis,thermal_tolerance_range,7.5-10C
Fis-33841,pomacentrus australis,thermal_tolerance_range,2.5-5C
Fis-27735,halieutaea fitzsimonsi,thermal_tolerance_range,7.5-10C
Fis-33843,stomias nebulosus,thermal_tolerance_range,10-15C
Fis-33847,diaphus watasei,thermal_tolerance_range,10-15C
Fis-33852,pomacentrus smithi,thermal_tolerance_range,2.5-5C
Fis-33853,pomacentrus taeniometopon,thermal_tolerance_range,2.5-5C
Fis-33854,pomacentrus wardi,thermal_tolerance_range,2.5-5C
Fis-33856,velifer hypselopterus,thermal_tolerance_range,2.5-5C
Fis-27746,chelmonops truncatus,thermal_tolerance_range,5-7.5C
Fis-27747,coradion melanopus,thermal_tolerance_range,0-2.5C
Fis-27748,pterois mombasae,thermal_tolerance_range,2.5-5C
Fis-33858,champsodon capensis,thermal_tolerance_range,10-15C
Fis-27751,oxyurichthys ophthalmonema,thermal_tolerance_range,2.5-5C
Fis-27752,atrophacanthus japonicus,thermal_tolerance_range,10-15C
Fis-33861,triacanthodes ethiops,thermal_tolerance_range,5-7.5C
Fis-33862,tydemania navigatoris,thermal_tolerance_range,5-7.5C
Fis-27755,cyclichthys spilostylus,thermal_tolerance_range,5-7.5C
Fis-21571,grammoplites scaber,thermal_tolerance_range,2.5-5C
Fis-27759,sorsogona tuberculata,thermal_tolerance_range,2.5-5C
Fis-33864,minous pictus,thermal_tolerance_range,2.5-5C
Fis-27763,apistops caloundra,thermal_tolerance_range,5-7.5C
Fis-27767,astronesthes chrysophekadion,thermal_tolerance_range,2.5-5C
Fis-33869,synodus tectus,thermal_tolerance_range,2.5-5C
Fis-27770,diaphus coeruleus,thermal_tolerance_range,>15C
Fis-27772,halieutaea stellata,thermal_tolerance_range,7.5-10C
Fis-33870,halieutaea indica,thermal_tolerance_range,5-7.5C
Fis-144483,manducus greyae,thermal_tolerance_range,0-2.5C
Fis-27773,cyttopsis cypho,thermal_tolerance_range,2.5-5C
Fis-164002,inegocia japonica,thermal_tolerance_range,5-7.5C
Fis-27774,suggrundus macracanthus,thermal_tolerance_range,2.5-5C
Fis-27777,centrogenys vaigiensis,thermal_tolerance_range,5-7.5C
Fis-167079,ostorhinchus septemstriatus,thermal_tolerance_range,2.5-5C
Fis-27779,johnius macropterus,thermal_tolerance_range,0-2.5C
Fis-33881,chaetodon decussatus,thermal_tolerance_range,0-2.5C
Fis-33883,opistognathus castelnaui,thermal_tolerance_range,2.5-5C
Fis-115746,champsodon nudivittis,thermal_tolerance_range,5-7.5C
Fis-33887,scombrops boops,thermal_tolerance_range,7.5-10C
Fis-33889,callionymus japonicus,thermal_tolerance_range,7.5-10C
Fis-33892,lepidotrigla spiloptera,thermal_tolerance_range,5-7.5C
Fis-27784,argyrosomus amoyensis,thermal_tolerance_range,5-7.5C
Fis-27791,setarches longimanus,thermal_tolerance_range,5-7.5C
Fis-27792,ebosia bleekeri,thermal_tolerance_range,7.5-10C
Fis-33900,snyderina yamanokami,thermal_tolerance_range,7.5-10C
Fis-150108,pholis nebulosa,thermal_tolerance_range,7.5-10C
Fis-33912,parabathymyrus macrophthalmus,thermal_tolerance_range,10-15C
Fis-27801,ophichthus urolophus,thermal_tolerance_range,10-15C
Fis-33914,harpadon microchir,thermal_tolerance_range,10-15C
Fis-33916,saurida wanieso,thermal_tolerance_range,5-7.5C
Fis-33920,chlorophthalmus albatrossis,thermal_tolerance_range,>15C
Fis-33925,diaphus suborbitalis,thermal_tolerance_range,>15C
Fis-27807,sebastiscus tertius,thermal_tolerance_range,7.5-10C
Fis-27808,lepidotrigla japonica,thermal_tolerance_range,5-7.5C
Fis-33939,peristedion liorhynchus,thermal_tolerance_range,7.5-10C
Fis-33940,pterygotrigla ryukyuensis,thermal_tolerance_range,7.5-10C
Fis-124920,bembras japonica,thermal_tolerance_range,7.5-10C
Fis-27816,parupeneus chrysopleuron,thermal_tolerance_range,5-7.5C
Fis-33959,upeneus quadrilineatus,thermal_tolerance_range,5-7.5C
Fis-27817,chaetodontoplus melanosoma,thermal_tolerance_range,2.5-5C
Fis-27818,cirrhitichthys aureus,thermal_tolerance_range,7.5-10C
Fis-33966,cepola schlegelii,thermal_tolerance_range,10-15C
Fis-155103,iniistius dea,thermal_tolerance_range,7.5-10C
Fis-33986,champsodon longipinnis,thermal_tolerance_range,2.5-5C
Fis-33987,bembrops curvatura,thermal_tolerance_range,7.5-10C
Fis-33989,chrionema chlorotaenia,thermal_tolerance_range,>15C
Fis-145065,xenocephalus elongatus,thermal_tolerance_range,10-15C
Fis-33998,pseudorhombus dupliciocellatus,thermal_tolerance_range,2.5-5C
Fis-27827,cynoglossus abbreviatus,thermal_tolerance_range,10-15C
Fis-34000,lagocephalus gloveri,thermal_tolerance_range,7.5-10C
Fis-27829,ophidion muraenolepis,thermal_tolerance_range,5-7.5C
Fis-27830,sirembo jerdoni,thermal_tolerance_range,2.5-5C
Fis-27831,cottapistus cottoides,thermal_tolerance_range,2.5-5C
Fis-27834,inimicus sinensis,thermal_tolerance_range,2.5-5C
Fis-168292,satyrichthys moluccensis,thermal_tolerance_range,7.5-10C
Fis-22374,erisphex aniarus,thermal_tolerance_range,2.5-5C
Fis-34010,pseudochromis quinquedentatus,thermal_tolerance_range,2.5-5C
Fis-27837,johnius coitor,thermal_tolerance_range,7.5-10C
Fis-34013,upeneus luzonius,thermal_tolerance_range,2.5-5C
Fis-34014,platax batavianus,thermal_tolerance_range,2.5-5C
Fis-27838,choerodon zamboangae,thermal_tolerance_range,2.5-5C
Fis-34015,uranoscopus cognatus,thermal_tolerance_range,0-2.5C
Fis-27840,pseudomonacanthus peroni,thermal_tolerance_range,2.5-5C
Fis-34019,torquigener hicksi,thermal_tolerance_range,5-7.5C
Fis-34021,torquigener parcuspinus,thermal_tolerance_range,2.5-5C
Fis-143421,macrocephenchelys brevirostris,thermal_tolerance_range,>15C
Fis-34025,polyipnus tridentifer,thermal_tolerance_range,10-15C
Fis-34026,microphotolepis multipunctata,thermal_tolerance_range,0-2.5C
Fis-27843,torquigener brevipinnis,thermal_tolerance_range,7.5-10C
Fis-34032,halimochirurgus centriscoides,thermal_tolerance_range,2.5-5C
Fis-34033,macrorhamphosodes platycheilus,thermal_tolerance_range,2.5-5C
Fis-34035,uranoscopus kaianus,thermal_tolerance_range,7.5-10C
Fis-27845,leptojulis cyanopleura,thermal_tolerance_range,2.5-5C
Fis-27846,plectranthias japonicus,thermal_tolerance_range,7.5-10C
Fis-34039,poecilopsetta colorata,thermal_tolerance_range,>15C
Fis-34040,poecilopsetta praelonga,thermal_tolerance_range,>15C
Fis-34041,samariscus huysmani,thermal_tolerance_range,2.5-5C
Fis-27847,aseraggodes cyaneus,thermal_tolerance_range,0-2.5C
Fis-34043,laeops guentheri,thermal_tolerance_range,2.5-5C
Fis-34044,pseudorhombus neglectus,thermal_tolerance_range,5-7.5C
Fis-159888,tetrosomus reipublicae,thermal_tolerance_range,5-7.5C
Fis-27852,thamnaconus striatus,thermal_tolerance_range,7.5-10C
Fis-27853,pseudomonacanthus macrurus,thermal_tolerance_range,0-2.5C
Fis-34056,callionymus meridionalis,thermal_tolerance_range,2.5-5C
Fis-27860,parapercis sexfasciata,thermal_tolerance_range,7.5-10C
Fis-27864,pennahia pawak,thermal_tolerance_range,2.5-5C
Fis-167298,ostorhinchus nigrocincta,thermal_tolerance_range,2.5-5C
Fis-51215,odontanthias rhodopeplus,thermal_tolerance_range,10-15C
Fis-53810,pseudanthias fasciatus,thermal_tolerance_range,2.5-5C
Fis-27872,erisphex philippinus,thermal_tolerance_range,0-2.5C
Fis-34065,neomerinthe procurva,thermal_tolerance_range,5-7.5C
Fis-27873,neomerinthe megalepis,thermal_tolerance_range,>15C
Fis-27874,inimicus cuvieri,thermal_tolerance_range,2.5-5C
Fis-34066,antigonia malayana,thermal_tolerance_range,2.5-5C
Fis-34068,ostichthys acanthorhinus,thermal_tolerance_range,7.5-10C
Fis-27875,aulotrachichthys latus,thermal_tolerance_range,0-2.5C
Fis-34070,halieutaea coccinea,thermal_tolerance_range,5-7.5C
Fis-27876,lophiodes gracilimanus,thermal_tolerance_range,2.5-5C
Fis-34071,hypopleuron caninum,thermal_tolerance_range,10-15C
Fis-34072,neobythites longipes,thermal_tolerance_range,>15C
Fis-34073,neobythites macrops,thermal_tolerance_range,0-2.5C
Fis-34084,ateleopus natalensis,thermal_tolerance_range,7.5-10C
Fis-34086,zu elongatus,thermal_tolerance_range,10-15C
Fis-27881,metavelifer multiradiatus,thermal_tolerance_range,7.5-10C
Fis-27883,hoplostethus melanopus,thermal_tolerance_range,10-15C
Fis-27884,zenion leptolepis,thermal_tolerance_range,>15C
Fis-34088,oreosoma atlanticum,thermal_tolerance_range,>15C
Fis-34100,neobythites malayanus,thermal_tolerance_range,0-2.5C
Fis-34101,physiculus nigrescens,thermal_tolerance_range,>15C
Fis-27890,congiopodus torvus,thermal_tolerance_range,5-7.5C
Fis-34105,hoplichthys acanthopleurus,thermal_tolerance_range,2.5-5C
Fis-165574,sorsogona portuguesa,thermal_tolerance_range,2.5-5C
Fis-34108,chlorophthalmus nigromarginatus,thermal_tolerance_range,5-7.5C
Fis-34111,synodus oculeus,thermal_tolerance_range,2.5-5C
Fis-34112,synodus macrocephalus,thermal_tolerance_range,2.5-5C
Fis-27896,psychrolutes macrocephalus,thermal_tolerance_range,7.5-10C
Fis-34117,gymnothorax cribroris,thermal_tolerance_range,2.5-5C
Fis-27898,coccotropsis gymnoderma,thermal_tolerance_range,5-7.5C
Fis-34126,minous coccineus,thermal_tolerance_range,5-7.5C
Fis-34127,blachea xenobranchialis,thermal_tolerance_range,10-15C
Fis-34129,lumiconger arafura,thermal_tolerance_range,2.5-5C
Fis-27901,oxyconger leptognathus,thermal_tolerance_range,5-7.5C
Fis-27902,euristhmus nudiceps,thermal_tolerance_range,2.5-5C
Fis-34131,synodus sageneus,thermal_tolerance_range,2.5-5C
Fis-34132,harpadon translucens,thermal_tolerance_range,5-7.5C
Fis-34133,peristedion weberi,thermal_tolerance_range,2.5-5C
Fis-168353,scalicus investigatoris,thermal_tolerance_range,>15C
Fis-27908,teixeirichthys jordani,thermal_tolerance_range,5-7.5C
Fis-27911,halophryne diemensis,thermal_tolerance_range,2.5-5C
Fis-27912,erosa erosa,thermal_tolerance_range,5-7.5C
Fis-34142,callanthias legras,thermal_tolerance_range,2.5-5C
Fis-27915,paracallionymus costatus,thermal_tolerance_range,5-7.5C
Fis-34146,synchiropus monacanthus,thermal_tolerance_range,7.5-10C
Fis-34148,selenanthias analis,thermal_tolerance_range,5-7.5C
Fis-34150,lepidotrigla argus,thermal_tolerance_range,5-7.5C
Fis-27922,pterygotrigla leptacanthus,thermal_tolerance_range,5-7.5C
Fis-27923,cymbacephalus nematophthalmus,thermal_tolerance_range,2.5-5C
Fis-27924,uranoscopus tosae,thermal_tolerance_range,7.5-10C
Fis-27925,inegocia harrisii,thermal_tolerance_range,2.5-5C
Fis-34156,platycephalus endrachtensis,thermal_tolerance_range,7.5-10C
Fis-34159,dactyloptena papilio,thermal_tolerance_range,2.5-5C
Fis-27934,macrorhamphosodes uradoi,thermal_tolerance_range,10-15C
Fis-167266,foa albimaculosa,thermal_tolerance_range,2.5-5C
Fis-34171,upeneus asymmetricus,thermal_tolerance_range,2.5-5C
Fis-27943,zabidius novemaculeatus,thermal_tolerance_range,2.5-5C
Fis-27944,chaetodontoplus conspicillatus,thermal_tolerance_range,2.5-5C
Fis-27945,chaetodontoplus duboulayi,thermal_tolerance_range,2.5-5C
Fis-27948,chaetodontoplus personifer,thermal_tolerance_range,5-7.5C
Fis-27957,chromis fumea,thermal_tolerance_range,7.5-10C
Fis-27963,choerodon cephalotes,thermal_tolerance_range,2.5-5C
Fis-34182,chaetodontoplus meredithi,thermal_tolerance_range,2.5-5C
Fis-27969,opistognathus latitabundus,thermal_tolerance_range,2.5-5C
Fis-34191,centropyge eibli,thermal_tolerance_range,2.5-5C
Fis-28014,apolemichthys xanthotis,thermal_tolerance_range,2.5-5C
Fis-34221,callionymus moretonensis,thermal_tolerance_range,5-7.5C
Fis-28018,callionymus goodladi,thermal_tolerance_range,7.5-10C
Fis-34238,callionymus grossi,thermal_tolerance_range,2.5-5C
Fis-34245,pseudorhombus diplospilus,thermal_tolerance_range,2.5-5C
Fis-34246,centropyge flavipectoralis,thermal_tolerance_range,0-2.5C
Fis-34257,psammodiscus ocellatus,thermal_tolerance_range,7.5-10C
Fis-34258,phyllichthys punctatus,thermal_tolerance_range,7.5-10C
