taxon_name,common_name,fleet_gear_name,bycatch,type,destruction
gymnothorax,gymnothorax,lines non-tuna,low,demersal,non-destructive
gymnothorax,gymnothorax,trawl,high,demersal,destructive
gymnothorax,gymnothorax,trawl midwater,high,pelagic,non-destructive
gymnothorax,gymnothorax,gillnet,high,demersal,non-destructive
caranx,jacks,lines non-tuna,low,pelagic,non-destructive
caranx,jacks,gillnet,high,pelagic,non-destructive
scomberoides,queenfishes,lines non-tuna,low,pelagic,non-destructive
scomberoides,queenfishes,longline non-tuna,high,pelagic,non-destructive
scomberoides,queenfishes,gillnet,high,pelagic,non-destructive
kyphosus,sea chubs,other,low,pelagic,non-destructive
kyphosus,sea chubs,lines non-tuna,low,pelagic,non-destructive
kyphosus,sea chubs,trap,high,demersal,non-destructive
kyphosus,sea chubs,trawl,high,demersal,destructive
kyphosus,sea chubs,gillnet,high,pelagic,non-destructive
scomberomorus,seerfishes,lines non-tuna,low,pelagic,non-destructive
prionotus,sea robins,trawl,high,demersal,destructive
centropomus,snooks,lines non-tuna,low,demersal,non-destructive
centropomus,snooks,trap,high,demersal,non-destructive
centropomus,snooks,trawl,high,demersal,destructive
centropomus,snooks,trawl midwater,high,pelagic,non-destructive
centropomus,snooks,seine,high,pelagic,non-destructive
centropomus,snooks,purse seine non-tuna,low,pelagic,non-destructive
centropomus,snooks,gillnet,high,demersal,non-destructive
leiognathus,slipmouths,trawl,high,demersal,destructive
leiognathus,slipmouths,gillnet,high,demersal,non-destructive
plotosus,eel catfishes,trawl midwater,high,pelagic,non-destructive
trachinotus,pompanos,lines non-tuna,low,pelagic,non-destructive
trachinotus,pompanos,gillnet,high,pelagic,non-destructive
solea,soles,trawl,high,demersal,destructive
isurus,mako sharks,lines non-tuna,low,pelagic,non-destructive
alopias,thresher sharks,gillnet,high,pelagic,non-destructive
galeus,catsharks,trawl,high,demersal,destructive
etmopterus,lanternsharks,trawl,high,demersal,destructive
dasyatis,stingrays,other,low,pelagic,non-destructive
dasyatis,stingrays,trawl,high,demersal,destructive
merluccius,hakes,lines non-tuna,low,pelagic,non-destructive
merluccius,hakes,trawl,high,demersal,destructive
merluccius,hakes,trawl midwater,high,pelagic,non-destructive
merluccius,hakes,gillnet,high,pelagic,non-destructive
trachurus,jack and horse mackerels,trawl midwater,high,pelagic,non-destructive
trachurus,jack and horse mackerels,seine,high,pelagic,non-destructive
trachurus,jack and horse mackerels,gillnet,high,pelagic,non-destructive
spicara,picarels,trawl,high,demersal,destructive
spicara,picarels,seine,high,pelagic,non-destructive
spicara,picarels,purse seine non-tuna,low,pelagic,non-destructive
gaidropsarus,rocklings,lines non-tuna,low,demersal,non-destructive
sphyrna,hammerhead sharks,lines non-tuna,low,pelagic,non-destructive
sphyrna,hammerhead sharks,trawl,high,demersal,destructive
sphyrna,hammerhead sharks,gillnet,high,pelagic,non-destructive
diplodus,seabreams and porgies,lines non-tuna,low,pelagic,non-destructive
diplodus,seabreams and porgies,trawl,high,demersal,destructive
diplodus,seabreams and porgies,trawl midwater,high,pelagic,non-destructive
epigonus,cardinalfishes,lines non-tuna,low,demersal,non-destructive
epigonus,cardinalfishes,trawl,high,demersal,destructive
epigonus,cardinalfishes,gillnet,high,demersal,non-destructive
myoxocephalus,sculpins,lines non-tuna,low,demersal,non-destructive
myoxocephalus,sculpins,trawl,high,demersal,destructive
myoxocephalus,sculpins,gillnet,high,demersal,non-destructive
scolopsis,monocle breams,trawl,high,demersal,destructive
dentex,seabreams (dentex spp),lines non-tuna,low,demersal,non-destructive
dentex,seabreams (dentex spp),trawl,high,demersal,destructive
dentex,seabreams (dentex spp),trawl midwater,high,pelagic,non-destructive
scyliorhinus,lesser catsharks,lines non-tuna,low,pelagic,non-destructive
scyliorhinus,lesser catsharks,trawl,high,demersal,destructive
scyliorhinus,lesser catsharks,gillnet,high,pelagic,non-destructive
chirocentrus,wolf herring,purse seine non-tuna,low,pelagic,non-destructive
belone,needlefishes,lines non-tuna,low,pelagic,non-destructive
belone,needlefishes,trawl midwater,high,pelagic,non-destructive
belone,needlefishes,purse seine non-tuna,low,pelagic,non-destructive
belone,needlefishes,gillnet,high,pelagic,non-destructive
serranus,groupers,trawl,high,demersal,destructive
serranus,groupers,gillnet,high,demersal,non-destructive
pagrus,seabreams (pagrus spp),lines non-tuna,low,demersal,non-destructive
pagrus,seabreams (pagrus spp),trawl,high,demersal,destructive
pagrus,seabreams (pagrus spp),trawl midwater,high,pelagic,non-destructive
priacanthus,bigeyes,lines non-tuna,low,demersal,non-destructive
priacanthus,bigeyes,trap,high,demersal,non-destructive
priacanthus,bigeyes,trawl,high,demersal,destructive
priacanthus,bigeyes,trawl midwater,high,pelagic,non-destructive
priacanthus,bigeyes,seine,high,pelagic,non-destructive
priacanthus,bigeyes,purse seine non-tuna,low,pelagic,non-destructive
priacanthus,bigeyes,gillnet,high,demersal,non-destructive
seriola,amberjacks,lines non-tuna,low,pelagic,non-destructive
seriola,amberjacks,gillnet,high,pelagic,non-destructive
platax,batfishes,lines non-tuna,low,pelagic,non-destructive
platax,batfishes,gillnet,high,pelagic,non-destructive
gerres,silver biddies,trap,high,demersal,non-destructive
gerres,silver biddies,trawl,high,demersal,destructive
molva,lings,lines non-tuna,low,demersal,non-destructive
molva,lings,trawl,high,demersal,destructive
molva,lings,trawl midwater,high,pelagic,non-destructive
molva,lings,gillnet,high,demersal,non-destructive
beryx,alfonsinos,lines non-tuna,low,demersal,non-destructive
beryx,alfonsinos,trawl,high,demersal,destructive
beryx,alfonsinos,gillnet,high,demersal,non-destructive
upeneus,tropical goatfishes,gillnet,high,demersal,non-destructive
sebastes,redfishes,lines non-tuna,low,demersal,non-destructive
sebastes,redfishes,trawl,high,demersal,destructive
sebastes,redfishes,gillnet,high,demersal,non-destructive
pagellus,pandoras,lines non-tuna,low,demersal,non-destructive
pagellus,pandoras,trawl,high,demersal,destructive
pagellus,pandoras,trawl midwater,high,pelagic,non-destructive
auxis,frigate tuna,lines non-tuna,low,pelagic,non-destructive
auxis,frigate tuna,purse seine non-tuna,low,pelagic,non-destructive
auxis,frigate tuna,gillnet,high,pelagic,non-destructive
scatophagus,scats,lines non-tuna,low,pelagic,non-destructive
scatophagus,scats,trawl,high,demersal,destructive
scatophagus,scats,trawl midwater,high,pelagic,non-destructive
scatophagus,scats,purse seine non-tuna,low,pelagic,non-destructive
scatophagus,scats,gillnet,high,pelagic,non-destructive
micropogonias,western croakers,lines non-tuna,low,demersal,non-destructive
micropogonias,western croakers,trawl midwater,high,pelagic,non-destructive
micropogonias,western croakers,seine,high,pelagic,non-destructive
micropogonias,western croakers,gillnet,high,demersal,non-destructive
tylosurus,needlefishes,lines non-tuna,low,pelagic,non-destructive
salvelinus,char,lines non-tuna,low,pelagic,non-destructive
salvelinus,char,trawl,high,demersal,destructive
salvelinus,char,trawl midwater,high,pelagic,non-destructive
microchirus,iberian soles,trawl,high,demersal,destructive
pristiophorus,sawsharks,lines non-tuna,low,pelagic,non-destructive
pristiophorus,sawsharks,trawl,high,demersal,destructive
pristiophorus,sawsharks,gillnet,high,pelagic,non-destructive
lycodes,eelpouts,trawl,high,demersal,destructive
lycodes,eelpouts,gillnet,high,demersal,non-destructive
nemadactylus,porae,lines non-tuna,low,demersal,non-destructive
nemadactylus,porae,trawl,high,demersal,destructive
nemadactylus,porae,trawl midwater,high,pelagic,non-destructive
nemadactylus,porae,gillnet,high,demersal,non-destructive
chrysoblephus,seabreams,lines non-tuna,low,demersal,non-destructive
chrysoblephus,seabreams,trawl,high,demersal,destructive
chrysoblephus,seabreams,trawl midwater,high,pelagic,non-destructive
calamus,porgies,lines non-tuna,low,pelagic,non-destructive
calamus,porgies,trawl,high,demersal,destructive
calamus,porgies,trawl midwater,high,pelagic,non-destructive
nemipterus,threadfin breams,trawl,high,demersal,destructive
cantherhines,filefishes,lines non-tuna,low,pelagic,non-destructive
muraenesox,conger eels,lines non-tuna,low,demersal,non-destructive
thunnus,tuna,lines non-tuna,low,pelagic,non-destructive
thunnus,tuna,trap,high,demersal,non-destructive
thunnus,tuna,trawl,high,demersal,destructive
thunnus,tuna,trawl midwater,high,pelagic,non-destructive
thunnus,tuna,purse seine non-tuna,low,pelagic,non-destructive
thunnus,tuna,gillnet,high,pelagic,non-destructive
thunnus,tuna,pole and line tuna,low,pelagic,non-destructive
thunnus,tuna,longlinetuna,high,pelagic,non-destructive
thunnus,tuna,purse seine tuna,low,pelagic,non-destructive
sardinella,sardinella,trawl midwater,high,pelagic,non-destructive
sardinella,sardinella,seine,high,pelagic,non-destructive
sardinella,sardinella,purse seine non-tuna,low,pelagic,non-destructive
sardinella,sardinella,gillnet,high,pelagic,non-destructive
harengula,herring,other,low,pelagic,non-destructive
harengula,herring,trawl midwater,high,pelagic,non-destructive
harengula,herring,seine,high,pelagic,non-destructive
harengula,herring,purse seine non-tuna,low,pelagic,non-destructive
harengula,herring,gillnet,high,pelagic,non-destructive
seriolella,barrelfishes,lines non-tuna,low,pelagic,non-destructive
seriolella,barrelfishes,purse seine non-tuna,low,pelagic,non-destructive
seriolella,barrelfishes,gillnet,high,pelagic,non-destructive
seriolella,barrelfishes,longlinetuna,high,pelagic,non-destructive
seriolella,barrelfishes,purse seine tuna,low,pelagic,non-destructive
decapterus,scads,trawl midwater,high,pelagic,non-destructive
genypterus,cusk eels,trawl,high,demersal,destructive
dicentrarchus,european/spotted seabass,lines non-tuna,low,pelagic,non-destructive
dicentrarchus,european/spotted seabass,trap,high,demersal,non-destructive
dicentrarchus,european/spotted seabass,trawl,high,demersal,destructive
dicentrarchus,european/spotted seabass,trawl midwater,high,pelagic,non-destructive
dicentrarchus,european/spotted seabass,seine,high,pelagic,non-destructive
dicentrarchus,european/spotted seabass,purse seine non-tuna,low,pelagic,non-destructive
dicentrarchus,european/spotted seabass,gillnet,high,pelagic,non-destructive
oncorhynchus,pacific salmon,lines non-tuna,low,pelagic,non-destructive
oncorhynchus,pacific salmon,trap,high,demersal,non-destructive
oncorhynchus,pacific salmon,gillnet,high,pelagic,non-destructive
menticirrhus,kingcroakers,lines non-tuna,low,demersal,non-destructive
menticirrhus,kingcroakers,trap,high,demersal,non-destructive
menticirrhus,kingcroakers,trawl,high,demersal,destructive
menticirrhus,kingcroakers,trawl midwater,high,pelagic,non-destructive
menticirrhus,kingcroakers,seine,high,pelagic,non-destructive
menticirrhus,kingcroakers,purse seine non-tuna,low,pelagic,non-destructive
menticirrhus,kingcroakers,gillnet,high,demersal,non-destructive
cynoscion,weakfishes,trawl,high,demersal,destructive
mycteroperca,cat groupers,lines non-tuna,low,pelagic,non-destructive
hydrolagus,chimaeras,trawl,high,demersal,destructive
lepidorhombus,megrims,trawl,high,demersal,destructive
pseudotolithus,croakers,lines non-tuna,low,demersal,non-destructive
pseudotolithus,croakers,trawl,high,demersal,destructive
pseudotolithus,croakers,trawl midwater,high,pelagic,non-destructive
pseudotolithus,croakers,gillnet,high,demersal,non-destructive
gymnocranius,large-eye breams,lines non-tuna,low,pelagic,non-destructive
gymnocranius,large-eye breams,gillnet,high,pelagic,non-destructive
muraenolepis,moray cods,lines non-tuna,low,pelagic,non-destructive
muraenolepis,moray cods,trawl,high,demersal,destructive
muraenolepis,moray cods,trawl midwater,high,pelagic,non-destructive
muraenolepis,moray cods,purse seine non-tuna,low,pelagic,non-destructive
muraenolepis,moray cods,gillnet,high,pelagic,non-destructive
benthodesmus,frostfishes,trawl,high,demersal,destructive
dissostichus,toothfishes,lines non-tuna,low,pelagic,non-destructive
pterygotrigla,pterygotrigla,lines non-tuna,low,demersal,non-destructive
pterygotrigla,pterygotrigla,trawl,high,demersal,destructive
pterygotrigla,pterygotrigla,gillnet,high,demersal,non-destructive
rastrelliger,indo-pacific mackerels,trawl midwater,high,pelagic,non-destructive
rastrelliger,indo-pacific mackerels,purse seine non-tuna,low,pelagic,non-destructive
rastrelliger,indo-pacific mackerels,gillnet,high,pelagic,non-destructive
anarhichas,wolffish,trawl,high,demersal,destructive
coregonus,whitefishes,trawl,high,demersal,destructive
coregonus,whitefishes,trawl midwater,high,pelagic,non-destructive
stolephorus,indo-pacific anchovies,trawl,high,demersal,destructive
stolephorus,indo-pacific anchovies,trawl midwater,high,pelagic,non-destructive
stolephorus,indo-pacific anchovies,purse seine non-tuna,low,pelagic,non-destructive
stolephorus,indo-pacific anchovies,gillnet,high,pelagic,non-destructive
bathyraja,skates,trawl,high,demersal,destructive
pogonophryne,blunderfish,trawl,high,demersal,destructive
sphoeroides,puffers,lines non-tuna,low,demersal,non-destructive
sphoeroides,puffers,trawl,high,demersal,destructive
hemiramphus,halfbeaks,lines non-tuna,low,pelagic,non-destructive
hemiramphus,halfbeaks,trap,high,demersal,non-destructive
hemiramphus,halfbeaks,trawl,high,demersal,destructive
hemiramphus,halfbeaks,trawl midwater,high,pelagic,non-destructive
hemiramphus,halfbeaks,seine,high,pelagic,non-destructive
hemiramphus,halfbeaks,purse seine non-tuna,low,pelagic,non-destructive
hemiramphus,halfbeaks,gillnet,high,pelagic,non-destructive
phycis,gunnels forkbeards,lines non-tuna,low,pelagic,non-destructive
phycis,gunnels forkbeards,trawl,high,demersal,destructive
phycis,gunnels forkbeards,trawl midwater,high,pelagic,non-destructive
phycis,gunnels forkbeards,seine,high,pelagic,non-destructive
trematomus,antarctic rockcods,lines non-tuna,low,demersal,non-destructive
pampus,silver pomfrets,trap,high,demersal,non-destructive
pampus,silver pomfrets,trawl,high,demersal,destructive
