spec_code,species,db,length_max,in_spp_table,table
7583,cirrhilabrus lanceolatus,fb,10,TRUE,popll
13027,cirrhilabrus lineatus,fb,11.100000381469728,TRUE,popll
13041,cirrhilabrus lubbocki,fb,7.099999904632568,TRUE,popll
13041,cirrhilabrus lubbocki,fb,7.800000190734863,TRUE,popll
7584,cirrhilabrus lunatus,fb,12.300000190734863,TRUE,popll
7584,cirrhilabrus lunatus,fb,9.899999618530272,TRUE,popll
7584,cirrhilabrus lunatus,fb,5.900000095367432,TRUE,popll
17451,cirrhilabrus luteovittatus,fb,12.699999809265137,TRUE,popll
7585,cirrhilabrus melanomarginatus,fb,13,TRUE,popll
13028,cirrhilabrus punctatus,fb,11.300000190734863,TRUE,popll
13028,cirrhilabrus punctatus,fb,4.300000190734863,TRUE,popll
25763,cirrhilabrus rhomboidalis,fb,8.899999618530273,TRUE,popll
25763,cirrhilabrus rhomboidalis,fb,8,TRUE,popll
7586,cirrhilabrus rubrimarginatus,fb,15.800000190734863,TRUE,popll
13042,cirrhilabrus rubripinnis,fb,4.699999809265137,TRUE,popll
13042,cirrhilabrus rubripinnis,fb,7.599999904632568,TRUE,popll
25030,cirrhilabrus rubrisquamis,fb,9.199999809265137,TRUE,popll
12781,cirrhilabrus rubriventralis,fb,8.100000381469727,TRUE,popll
12781,cirrhilabrus rubriventralis,fb,5.099999904632568,TRUE,popll
12728,cirrhilabrus scottorum,fb,11.699999809265137,TRUE,popll
12728,cirrhilabrus scottorum,fb,11.899999618530272,TRUE,popll
12728,cirrhilabrus scottorum,fb,10.5,TRUE,popll
5484,cirrhilabrus temminckii,fb,9.5,TRUE,popll
5484,cirrhilabrus temminckii,fb,9.600000381469728,TRUE,popll
6604,cirrhitichthys aprinus,fb,12.100000381469728,TRUE,popll
10473,cirrhitichthys aureus,fb,10.800000190734863,TRUE,popll
58167,cirrhitichthys bleekeri,fb,10.399999618530272,TRUE,popll
5445,cirrhitichthys falco,fb,6.800000190734863,TRUE,popll
5445,cirrhitichthys falco,fb,7.300000190734863,TRUE,popll
5830,cirrhitichthys oxycephalus,fb,6.699999809265137,TRUE,popll
7792,cirrhitops fasciatus,fb,8.600000381469727,TRUE,popll
7792,cirrhitops fasciatus,fb,10.199999809265137,TRUE,popll
