taxonkey,taxon_name,common_name,descript,tax_level,worms_name
690440,Litopenaeus vannamei,Whiteleg shrimp,shrimp,6,penaeus vannamei
690444,Farfantepenaeus californiensis,Yellowleg shrimp,shrimp,6,penaeus californiensis
690445,Pecten yessoensis,Yesso scallop,demersal mollusc,6,mizuhopecten yessoensis
690455,Paralomis formosa,King crab,lobsters crab,6,paralomis formosa
690470,Ommastrephes bartramii,Neon flying squid,cephalopods,6,ommastrephes bartramii
690595,Loligo forbesii,Veined Squid,cephalopods,6,loligo forbesii
690598,Scyllarides latus,Mediterranean slipper lobster,lobsters crab,6,scyllarides latus
690606,Cervimunida johni,Carrot Squat Lobster,lobsters crab,6,cervimunida johni
690608,Erimacrus isenbeckii,Hair Crab,lobsters crab,6,erimacrus isenbeckii
690609,Haliporoides diomedeae,Chilean nylon shrimp,shrimp,6,haliporoides diomedeae
690610,Heterocarpus vicarius,Northern nylon shrimp,shrimp,6,heterocarpus vicarius
690611,Ibacus ciliatus,Sand Crayfish,lobsters crab,6,ibacus ciliatus
690612,Lithodes aequispinus,Same-spine stone crab,lobsters crab,6,lithodes aequispinus
690613,Megabalanus psittacus,Giant barnacle,demersal mollusc,6,austromegabalanus psittacus
690615,Pandalopsis japonica,Sidestripe shrimp,shrimp,6,pandalus japonicus
690616,Pandalus goniurus,Humpy shrimp,shrimp,6,pandalus goniurus
690617,Pandalus hypsinotus,Humpback shrimp,shrimp,6,pandalus hypsinotus
690618,Pandalus kessleri,Grass shrimp,shrimp,6,pandalus latirostris
690619,Panulirus gracilis,Blue spiny lobster,shrimp,6,panulirus gracilis
690620,Paralithodes brevipes,Spiny king crab,lobsters crab,6,paralithodes brevipes
690621,Paralithodes camtschaticus,Red king crab,lobsters crab,6,paralithodes camtschaticus
690622,Paralithodes platypus,Blue King Crab,lobsters crab,6,paralithodes platypus
690624,Pleuroncodes monodon,Squat Lobster,lobsters crab,6,pleuroncodes monodon
690625,Pleuroncodes planipes,Pelagic red crab,lobsters crab,6,pleuroncodes planipes
690627,Cilus gilberti,Corvina,demersal 30 - 90 cm,6,cilus gilberti
690628,Sicyonia ingentis,Ridgeback shrimp,shrimp,6,sicyonia ingentis
690629,Tivela mactroides,Trigonal tivela,demersal mollusc,6,tivela mactroides
690631,Spisula ovalis,Venus clam,demersal mollusc,6,spisula solida
690651,Clinocardium nuttallii,Nuttall cockle,demersal mollusc,6,clinocardium nuttallii
690658,Loligo opalescens,California market squid,cephalopods,6,doryteuthis opalescens
690660,Pandalus jordani,Ocean shrimp,shrimp,6,pandalus jordani
690665,Upogebia pugettensis,Blue mud shrimp,lobsters crab,6,upogebia pugettensis
690671,Spisula solida,Surf clam,demersal mollusc,6,spisula solida
690674,Zidona dufresnei,Angulate volute,demersal mollusc,6,zidona dufresnii
690675,Tapes rhomboides,Banded carpet shell,demersal mollusc,6,polititapes rhomboides
690676,Liocarcinus depurator,Blue-leg swimcrab,lobsters crab,6,liocarcinus depurator
690677,Semele solida,Chilean semele,demersal mollusc,6,semele solida
690678,Glycymeris glycymeris,Dog cockle,demersal mollusc,6,glycymeris glycymeris
690679,Chlamys delicatula,Delicate scallop,demersal mollusc,6,zygochlamys delicatula
690680,Palaemon longirostris,Delta prawn,shrimp,6,palaemon longirostris
690681,Thenus orientalis,Flathead lobster,lobsters crab,6,thenus orientalis
690682,Tawera gayi,Gay's little venus,demersal mollusc,6,tawera elliptica
690683,Aristaeomorpha foliacea,Giant red shrimp,shrimp,6,aristaeomorpha foliacea
690684,Eledone cirrhosa,Horned octopus,cephalopods,6,eledone cirrhosa
690686,Zygochlamys patagonica,Patagonean scallop,demersal mollusc,6,zygochlamys patagonica
690688,Paphies australis,Pipi wedge clam,demersal mollusc,6,paphies australis
690690,Callista chione,Smooth callista,demersal mollusc,6,callista chione
690692,Chione stutchburyi,Stutchbury's venus,demersal mollusc,6,austrovenus stutchburyi
690693,Venus verrucosa,Warty venus,demersal mollusc,6,venus verrucosa
690694,Nematopalaemon schmitti,Whitebelly prawn,lobsters crab,6,nematopalaemon schmitti
690696,Jasus novaehollandiae,Southern rock lobster,lobsters crab,6,jasus edwardsii
690750,Tonna galea,Helmet ton,demersal mollusc,6,tonna galea
690751,Pitar rostratus,Rostrate pitar,demersal mollusc,6,pitar rostratus
690753,Chaceon affinis,Deep-sea red crab,lobsters crab,6,chaceon affinis
690754,Ensis ensis,Pod razor,demersal mollusc,6,ensis ensis
690759,Pharus legumen,Bean solen,demersal mollusc,6,pharus legumen
