species,trait,value,source,val_num
larus marinus,age_mat,1-5yrs,vuln,NA
larus melanocephalus,age_mat,1-5yrs,vuln,NA
larus michahellis,age_mat,1-5yrs,vuln,NA
larus modestus,age_mat,1-5yrs,vuln,NA
larus novaehollandiae,age_mat,1-5yrs,vuln,NA
larus occidentalis,age_mat,1-5yrs,vuln,NA
larus pacificus,age_mat,1-5yrs,vuln,NA
larus philadelphia,age_mat,1-5yrs,vuln,NA
larus pipixcan,age_mat,1-5yrs,vuln,NA
larus ridibundus,age_mat,1-5yrs,vuln,NA
larus schistisagus,age_mat,1-5yrs,vuln,NA
larus smithsonianus,age_mat,1-5yrs,vuln,NA
leucophaeus scoresbii,age_mat,1-5yrs,vuln,NA
onychoprion aleuticus,age_mat,1-5yrs,vuln,NA
onychoprion anaethetus,age_mat,1-5yrs,vuln,NA
onychoprion fuscatus,age_mat,1-5yrs,vuln,NA
onychoprion lunatus,age_mat,1-5yrs,vuln,NA
pagophila eburnea,age_mat,1-5yrs,vuln,NA
phaetusa simplex,age_mat,1-5yrs,vuln,NA
rhodostethia rosea,age_mat,1-5yrs,vuln,NA
rissa brevirostris,age_mat,1-5yrs,vuln,NA
rissa tridactyla,age_mat,1-5yrs,vuln,NA
sterna bengalensis,age_mat,1-5yrs,vuln,NA
sterna bergii,age_mat,1-5yrs,vuln,NA
sterna bernsteini,age_mat,1-5yrs,vuln,NA
sterna dougallii,age_mat,1-5yrs,vuln,NA
sterna elegans,age_mat,1-5yrs,vuln,NA
sterna forsteri,age_mat,1-5yrs,vuln,NA
sterna hirundinacea,age_mat,1-5yrs,vuln,NA
sterna hirundo,age_mat,1-5yrs,vuln,NA
sterna maxima,age_mat,1-5yrs,vuln,NA
sterna paradisaea,age_mat,1-5yrs,vuln,NA
sterna repressa,age_mat,1-5yrs,vuln,NA
sterna sandvicensis,age_mat,1-5yrs,vuln,NA
sterna striata,age_mat,1-5yrs,vuln,NA
sterna sumatrana,age_mat,1-5yrs,vuln,NA
sterna trudeaui,age_mat,1-5yrs,vuln,NA
sterna virgata,age_mat,1-5yrs,vuln,NA
sterna vittata,age_mat,1-5yrs,vuln,NA
sternula albifrons,age_mat,1-5yrs,vuln,NA
sternula antillarum,age_mat,1-5yrs,vuln,NA
sternula balaenarum,age_mat,1-5yrs,vuln,NA
sternula lorata,age_mat,1-5yrs,vuln,NA
sternula nereis,age_mat,1-5yrs,vuln,NA
sternula saundersi,age_mat,1-5yrs,vuln,NA
xema sabini,age_mat,1-5yrs,vuln,NA
palaemon adspersus,age_mat,1-5yrs,vuln,NA
palaemon affinis,age_mat,1-5yrs,vuln,NA
palaemon africanus,age_mat,1-5yrs,vuln,NA
palaemon annandalei,age_mat,1-5yrs,vuln,NA
palaemon audouini,age_mat,1-5yrs,vuln,NA
palaemon capensis,age_mat,1-5yrs,vuln,NA
palaemon carinicauda,age_mat,1-5yrs,vuln,NA
palaemon concinnus,age_mat,1-5yrs,vuln,NA
palaemon curvirostris,age_mat,1-5yrs,vuln,NA
palaemon debilis,age_mat,1-5yrs,vuln,NA
palaemon dolospinus,age_mat,1-5yrs,vuln,NA
palaemon floridanus,age_mat,1-5yrs,vuln,NA
palaemon gladiator,age_mat,1-5yrs,vuln,NA
palaemon gracilis,age_mat,1-5yrs,vuln,NA
palaemon gravieri,age_mat,1-5yrs,vuln,NA
palaemon guangdongensis,age_mat,1-5yrs,vuln,NA
palaemon hainanensis,age_mat,1-5yrs,vuln,NA
palaemon hancocki,age_mat,1-5yrs,vuln,NA
palaemon hiltoni,age_mat,1-5yrs,vuln,NA
palaemon intermedius,age_mat,1-5yrs,vuln,NA
palaemon khori,age_mat,1-5yrs,vuln,NA
palaemon kwangtung,age_mat,1-5yrs,vuln,NA
palaemon leucurus,age_mat,1-5yrs,vuln,NA
palaemon litoreus,age_mat,1-5yrs,vuln,NA
palaemon longirostris,age_mat,1-5yrs,vuln,NA
palaemon macrodactylus,age_mat,1-5yrs,vuln,NA
palaemon maculatus,age_mat,1-5yrs,vuln,NA
palaemon mani,age_mat,1-5yrs,vuln,NA
palaemon miyadii,age_mat,1-5yrs,vuln,NA
palaemon mundusnovus,age_mat,1-5yrs,vuln,NA
palaemon northropi,age_mat,1-5yrs,vuln,NA
palaemon octaviae,age_mat,1-5yrs,vuln,NA
palaemon ogasawaraensis,age_mat,1-5yrs,vuln,NA
palaemon orientis,age_mat,1-5yrs,vuln,NA
palaemon ortmanni,age_mat,1-5yrs,vuln,NA
palaemon pacificus,age_mat,1-5yrs,vuln,NA
palaemon paivai,age_mat,1-5yrs,vuln,NA
palaemon paucidens,age_mat,1-5yrs,vuln,NA
palaemon peringueyi,age_mat,1-5yrs,vuln,NA
palaemon peruanus,age_mat,1-5yrs,vuln,NA
palaemon powelli,age_mat,1-5yrs,vuln,NA
palaemon pugio,age_mat,1-5yrs,vuln,NA
palaemon ritteri,age_mat,1-5yrs,vuln,NA
palaemon schmitti,age_mat,1-5yrs,vuln,NA
palaemon semmelinkii,age_mat,1-5yrs,vuln,NA
palaemon serenus,age_mat,1-5yrs,vuln,NA
palaemon serratus,age_mat,1-5yrs,vuln,NA
palaemon serrifer,age_mat,1-5yrs,vuln,NA
palaemon sewelli,age_mat,1-5yrs,vuln,NA
palaemon styliferus,age_mat,1-5yrs,vuln,NA
palaemon tenuidactylus,age_mat,1-5yrs,vuln,NA
palaemon varians,age_mat,1-5yrs,vuln,NA
palaemon vicinus,age_mat,1-5yrs,vuln,NA
palaemon vietnamicus,age_mat,1-5yrs,vuln,NA
palaemon vulgaris,age_mat,1-5yrs,vuln,NA
palaemon xinjiangensis,age_mat,1-5yrs,vuln,NA
palaemon xiphias,age_mat,1-5yrs,vuln,NA
palaemon yamashitai,age_mat,1-5yrs,vuln,NA
palaemon zariquieyi,age_mat,1-5yrs,vuln,NA
acanthopagrus akazakii,age_mat,1-5yrs,vuln,NA
acanthopagrus arabicus,age_mat,1-5yrs,vuln,NA
acanthopagrus berda,age_mat,1-5yrs,vuln,NA
acanthopagrus bifasciatus,age_mat,1-5yrs,vuln,NA
acanthopagrus butcheri,age_mat,1-5yrs,vuln,NA
acanthopagrus catenula,age_mat,1-5yrs,vuln,NA
acanthopagrus chinshira,age_mat,1-5yrs,vuln,NA
acanthopagrus datnia,age_mat,1-5yrs,vuln,NA
acanthopagrus latus,age_mat,1-5yrs,vuln,NA
acanthopagrus longispinnis,age_mat,1-5yrs,vuln,NA
acanthopagrus morrisoni,age_mat,1-5yrs,vuln,NA
acanthopagrus omanensis,age_mat,1-5yrs,vuln,NA
acanthopagrus pacificus,age_mat,1-5yrs,vuln,NA
acanthopagrus palmaris,age_mat,1-5yrs,vuln,NA
acanthopagrus randalli,age_mat,1-5yrs,vuln,NA
acanthopagrus schlegelii,age_mat,1-5yrs,vuln,NA
acanthopagrus sheim,age_mat,1-5yrs,vuln,NA
acanthopagrus sivicolus,age_mat,1-5yrs,vuln,NA
acanthopagrus taiwanensis,age_mat,1-5yrs,vuln,NA
acanthopagrus vagus,age_mat,1-5yrs,vuln,NA
amphiprion akallopisos,age_mat,<1yr,vuln,NA
amphiprion allardi,age_mat,<1yr,vuln,NA
amphiprion barberi,age_mat,<1yr,vuln,NA
amphiprion bicinctus,age_mat,<1yr,vuln,NA
amphiprion chagosensis,age_mat,<1yr,vuln,NA
amphiprion chrysogaster,age_mat,<1yr,vuln,NA
amphiprion chrysopterus,age_mat,<1yr,vuln,NA
amphiprion clarkii,age_mat,<1yr,vuln,NA
amphiprion ephippium,age_mat,<1yr,vuln,NA
amphiprion frenatus,age_mat,<1yr,vuln,NA
amphiprion fuscocaudatus,age_mat,<1yr,vuln,NA
amphiprion latezonatus,age_mat,<1yr,vuln,NA
amphiprion latifasciatus,age_mat,<1yr,vuln,NA
amphiprion leucokranos,age_mat,<1yr,vuln,NA
amphiprion mccullochi,age_mat,<1yr,vuln,NA
amphiprion melanopus,age_mat,<1yr,vuln,NA
amphiprion nigripes,age_mat,<1yr,vuln,NA
amphiprion ocellaris,age_mat,<1yr,vuln,NA
amphiprion omanensis,age_mat,<1yr,vuln,NA
amphiprion pacificus,age_mat,<1yr,vuln,NA
amphiprion percula,age_mat,<1yr,vuln,NA
amphiprion perideraion,age_mat,<1yr,vuln,NA
amphiprion polymnus,age_mat,<1yr,vuln,NA
amphiprion rubrocinctus,age_mat,<1yr,vuln,NA
amphiprion sandaracinos,age_mat,<1yr,vuln,NA
amphiprion sebae,age_mat,<1yr,vuln,NA
amphiprion thiellei,age_mat,<1yr,vuln,NA
amphiprion tricinctus,age_mat,<1yr,vuln,NA
brachionichthys australis,age_mat,1-5yrs,vuln,NA
chromis abrupta,age_mat,<1yr,vuln,NA
chromis abyssicola,age_mat,<1yr,vuln,NA
chromis abyssus,age_mat,<1yr,vuln,NA
chromis acares,age_mat,<1yr,vuln,NA
chromis agilis,age_mat,<1yr,vuln,NA
chromis albicauda,age_mat,<1yr,vuln,NA
chromis albomaculata,age_mat,<1yr,vuln,NA
chromis alleni,age_mat,<1yr,vuln,NA
chromis alpha,age_mat,<1yr,vuln,NA
chromis alta,age_mat,<1yr,vuln,NA
chromis amboinensis,age_mat,<1yr,vuln,NA
chromis anadema,age_mat,<1yr,vuln,NA
chromis analis,age_mat,<1yr,vuln,NA
chromis athena,age_mat,<1yr,vuln,NA
chromis atrilobata,age_mat,<1yr,vuln,NA
chromis atripes,age_mat,<1yr,vuln,NA
chromis axillaris,age_mat,<1yr,vuln,NA
chromis bami,age_mat,<1yr,vuln,NA
chromis bermudae,age_mat,<1yr,vuln,NA
chromis bowesi,age_mat,<1yr,vuln,NA
chromis brevirostris,age_mat,<1yr,vuln,NA
chromis cadenati,age_mat,<1yr,vuln,NA
chromis caerulea,age_mat,<1yr,vuln,NA
chromis caudalis,age_mat,<1yr,vuln,NA
chromis chromis,age_mat,<1yr,vuln,NA
chromis chrysura,age_mat,<1yr,vuln,NA
chromis cinerascens,age_mat,<1yr,vuln,NA
chromis circumaurea,age_mat,<1yr,vuln,NA
chromis crusma,age_mat,<1yr,vuln,NA
chromis cyanea,age_mat,<1yr,vuln,NA
chromis dasygenys,age_mat,<1yr,vuln,NA
chromis degruyi,age_mat,<1yr,vuln,NA
chromis delta,age_mat,<1yr,vuln,NA
chromis dimidiata,age_mat,<1yr,vuln,NA
chromis durvillei,age_mat,<1yr,vuln,NA
chromis earina,age_mat,<1yr,vuln,NA
chromis elerae,age_mat,<1yr,vuln,NA
chromis enchrysura,age_mat,<1yr,vuln,NA
chromis enchrysurus,age_mat,<1yr,vuln,NA
chromis fatuhivae,age_mat,<1yr,vuln,NA
chromis fieldi,age_mat,<1yr,vuln,NA
chromis flavapicis,age_mat,<1yr,vuln,NA
chromis flavaxilla,age_mat,<1yr,vuln,NA
chromis flavicauda,age_mat,<1yr,vuln,NA
chromis flavipectoralis,age_mat,<1yr,vuln,NA
chromis flavomaculata,age_mat,<1yr,vuln,NA
chromis fumea,age_mat,<1yr,vuln,NA
chromis gunting,age_mat,<1yr,vuln,NA
chromis hangganan,age_mat,<1yr,vuln,NA
chromis hanui,age_mat,<1yr,vuln,NA
chromis howsoni,age_mat,<1yr,vuln,NA
chromis hypsilepis,age_mat,<1yr,vuln,NA
chromis insolata,age_mat,<1yr,vuln,NA
chromis intercrusma,age_mat,<1yr,vuln,NA
chromis iomelas,age_mat,<1yr,vuln,NA
chromis jubauna,age_mat,<1yr,vuln,NA
chromis kennensis,age_mat,<1yr,vuln,NA
chromis klunzingeri,age_mat,<1yr,vuln,NA
chromis lepidolepis,age_mat,<1yr,vuln,NA
chromis leucura,age_mat,<1yr,vuln,NA
chromis limbata,age_mat,<1yr,vuln,NA
chromis limbaughi,age_mat,<1yr,vuln,NA
chromis lineata,age_mat,<1yr,vuln,NA
chromis lubbocki,age_mat,<1yr,vuln,NA
chromis mamatapara,age_mat,<1yr,vuln,NA
chromis margaritifer,age_mat,<1yr,vuln,NA
chromis meridiana,age_mat,<1yr,vuln,NA
chromis mirationis,age_mat,<1yr,vuln,NA
chromis monochroma,age_mat,<1yr,vuln,NA
chromis multilineata,age_mat,<1yr,vuln,NA
chromis nigroanalis,age_mat,<1yr,vuln,NA
chromis nigrura,age_mat,<1yr,vuln,NA
chromis nitida,age_mat,<1yr,vuln,NA
chromis notata,age_mat,<1yr,vuln,NA
chromis okamurai,age_mat,<1yr,vuln,NA
chromis onumai,age_mat,<1yr,vuln,NA
chromis opercularis,age_mat,<1yr,vuln,NA
chromis ovalis,age_mat,<1yr,vuln,NA
chromis ovatiformes,age_mat,<1yr,vuln,NA
chromis pacifica,age_mat,<1yr,vuln,NA
chromis pamae,age_mat,<1yr,vuln,NA
chromis pelloura,age_mat,<1yr,vuln,NA
chromis pembae,age_mat,<1yr,vuln,NA
chromis planesi,age_mat,<1yr,vuln,NA
chromis punctipinnis,age_mat,<1yr,vuln,NA
chromis pura,age_mat,<1yr,vuln,NA
chromis randalli,age_mat,<1yr,vuln,NA
chromis retrofasciata,age_mat,<1yr,vuln,NA
chromis sanctaehelenae,age_mat,<1yr,vuln,NA
chromis scotochiloptera,age_mat,<1yr,vuln,NA
chromis scotti,age_mat,<1yr,vuln,NA
chromis struhsakeri,age_mat,<1yr,vuln,NA
chromis ternatensis,age_mat,<1yr,vuln,NA
chromis tingting,age_mat,<1yr,vuln,NA
chromis torquata,age_mat,<1yr,vuln,NA
chromis trialpha,age_mat,<1yr,vuln,NA
chromis unipa,age_mat,<1yr,vuln,NA
chromis vanbebberae,age_mat,<1yr,vuln,NA
chromis vanderbilti,age_mat,<1yr,vuln,NA
chromis verater,age_mat,<1yr,vuln,NA
chromis viridis,age_mat,<1yr,vuln,NA
chromis weberi,age_mat,<1yr,vuln,NA
chromis westaustralis,age_mat,<1yr,vuln,NA
chromis woodsi,age_mat,<1yr,vuln,NA
chromis xanthochira,age_mat,<1yr,vuln,NA
chromis xanthopterygia,age_mat,<1yr,vuln,NA
chromis xanthura,age_mat,<1yr,vuln,NA
chromis xouthos,age_mat,<1yr,vuln,NA
chromis xutha,age_mat,<1yr,vuln,NA
chromis yamakawai,age_mat,<1yr,vuln,NA
hoplostethus abramovi,age_mat,10-20yrs,vuln,NA
hoplostethus cadenati,age_mat,10-20yrs,vuln,NA
hoplostethus confinis,age_mat,10-20yrs,vuln,NA
hoplostethus crassispinus,age_mat,10-20yrs,vuln,NA
hoplostethus druzhinini,age_mat,10-20yrs,vuln,NA
hoplostethus fedorovi,age_mat,10-20yrs,vuln,NA
hoplostethus fragilis,age_mat,10-20yrs,vuln,NA
hoplostethus gigas,age_mat,10-20yrs,vuln,NA
hoplostethus grandperrini,age_mat,10-20yrs,vuln,NA
hoplostethus intermedius,age_mat,10-20yrs,vuln,NA
hoplostethus latus,age_mat,10-20yrs,vuln,NA
hoplostethus marisrubri,age_mat,10-20yrs,vuln,NA
hoplostethus mediterraneus,age_mat,10-20yrs,vuln,NA
hoplostethus melanopeza,age_mat,10-20yrs,vuln,NA
hoplostethus melanopterus,age_mat,10-20yrs,vuln,NA
hoplostethus melanopus,age_mat,10-20yrs,vuln,NA
hoplostethus mento,age_mat,10-20yrs,vuln,NA
hoplostethus metallicus,age_mat,10-20yrs,vuln,NA
hoplostethus mikhailini,age_mat,10-20yrs,vuln,NA
hoplostethus occidentalis,age_mat,10-20yrs,vuln,NA
hoplostethus pacificus,age_mat,10-20yrs,vuln,NA
hoplostethus ravurictus,age_mat,10-20yrs,vuln,NA
hoplostethus rifti,age_mat,10-20yrs,vuln,NA
hoplostethus robustispinus,age_mat,10-20yrs,vuln,NA
hoplostethus rubellopterus,age_mat,10-20yrs,vuln,NA
hoplostethus shubnikovi,age_mat,10-20yrs,vuln,NA
hoplostethus tenebricus,age_mat,10-20yrs,vuln,NA
hoplostethus vniro,age_mat,10-20yrs,vuln,NA
meuschenia australis,age_mat,1-5yrs,vuln,NA
meuschenia flavolineata,age_mat,1-5yrs,vuln,NA
meuschenia freycineti,age_mat,1-5yrs,vuln,NA
meuschenia galii,age_mat,1-5yrs,vuln,NA
meuschenia hippocrepis,age_mat,1-5yrs,vuln,NA
meuschenia trachylepis,age_mat,1-5yrs,vuln,NA
meuschenia venusta,age_mat,1-5yrs,vuln,NA
oncorhynchus clarkii,age_mat,10-20yrs,vuln,NA
oncorhynchus gorbuscha,age_mat,10-20yrs,vuln,NA
oncorhynchus keta,age_mat,10-20yrs,vuln,NA
oncorhynchus kisutch,age_mat,10-20yrs,vuln,NA
oncorhynchus mykiss,age_mat,10-20yrs,vuln,NA
oncorhynchus rhodurus,age_mat,10-20yrs,vuln,NA
oncorhynchus tshawytscha,age_mat,10-20yrs,vuln,NA
oncorhynchus masou,age_mat,10-20yrs,vuln,NA
pagrus africanus,age_mat,1-5yrs,vuln,NA
pagrus auriga,age_mat,1-5yrs,vuln,NA
pagrus caeruleostictus,age_mat,1-5yrs,vuln,NA
pagrus major,age_mat,1-5yrs,vuln,NA
pagrus pagrus,age_mat,1-5yrs,vuln,NA
parma alboscapularis,age_mat,1-5yrs,vuln,NA
parma bicolor,age_mat,1-5yrs,vuln,NA
parma kermadecensis,age_mat,1-5yrs,vuln,NA
parma mccullochi,age_mat,1-5yrs,vuln,NA
parma occidentalis,age_mat,1-5yrs,vuln,NA
parma oligolepis,age_mat,1-5yrs,vuln,NA
parma polylepis,age_mat,1-5yrs,vuln,NA
parma unifasciata,age_mat,1-5yrs,vuln,NA
parma victoriae,age_mat,1-5yrs,vuln,NA
pomacentrus adelus,age_mat,<1yr,vuln,NA
pomacentrus agassizii,age_mat,<1yr,vuln,NA
pomacentrus albiaxillaris,age_mat,<1yr,vuln,NA
pomacentrus albicaudatus,age_mat,<1yr,vuln,NA
pomacentrus albimaculus,age_mat,<1yr,vuln,NA
pomacentrus alexanderae,age_mat,<1yr,vuln,NA
pomacentrus alleni,age_mat,<1yr,vuln,NA
pomacentrus andamanensis,age_mat,<1yr,vuln,NA
pomacentrus aquilus,age_mat,<1yr,vuln,NA
pomacentrus arabicus,age_mat,<1yr,vuln,NA
pomacentrus armillatus,age_mat,<1yr,vuln,NA
pomacentrus atriaxillaris,age_mat,<1yr,vuln,NA
pomacentrus aurifrons,age_mat,<1yr,vuln,NA
pomacentrus auriventris,age_mat,<1yr,vuln,NA
pomacentrus australis,age_mat,<1yr,vuln,NA
pomacentrus azuremaculatus,age_mat,<1yr,vuln,NA
pomacentrus baenschi,age_mat,<1yr,vuln,NA
pomacentrus bangladeshius,age_mat,<1yr,vuln,NA
pomacentrus bankanensis,age_mat,<1yr,vuln,NA
pomacentrus bellipictus,age_mat,<1yr,vuln,NA
pomacentrus bintanensis,age_mat,<1yr,vuln,NA
pomacentrus bipunctatus,age_mat,<1yr,vuln,NA
pomacentrus brachialis,age_mat,<1yr,vuln,NA
pomacentrus burroughi,age_mat,<1yr,vuln,NA
pomacentrus caeruleopunctatus,age_mat,<1yr,vuln,NA
pomacentrus caeruleus,age_mat,<1yr,vuln,NA
pomacentrus callainus,age_mat,<1yr,vuln,NA
pomacentrus cheraphilus,age_mat,<1yr,vuln,NA
pomacentrus chrysurus,age_mat,<1yr,vuln,NA
pomacentrus colini,age_mat,<1yr,vuln,NA
pomacentrus cuneatus,age_mat,<1yr,vuln,NA
pomacentrus emarginatus,age_mat,<1yr,vuln,NA
pomacentrus fakfakensis,age_mat,<1yr,vuln,NA
pomacentrus flavioculus,age_mat,<1yr,vuln,NA
pomacentrus flavoaxillaris,age_mat,<1yr,vuln,NA
pomacentrus geminospilus,age_mat,<1yr,vuln,NA
pomacentrus grammorhynchus,age_mat,<1yr,vuln,NA
pomacentrus imitator,age_mat,<1yr,vuln,NA
pomacentrus indicus,age_mat,<1yr,vuln,NA
pomacentrus javanicus,age_mat,<1yr,vuln,NA
pomacentrus komodoensis,age_mat,<1yr,vuln,NA
pomacentrus lepidogenys,age_mat,<1yr,vuln,NA
pomacentrus leptus,age_mat,<1yr,vuln,NA
pomacentrus limosus,age_mat,<1yr,vuln,NA
pomacentrus littoralis,age_mat,<1yr,vuln,NA
pomacentrus maafu,age_mat,<1yr,vuln,NA
pomacentrus magniseptus,age_mat,<1yr,vuln,NA
pomacentrus melanochir,age_mat,<1yr,vuln,NA
pomacentrus micronesicus,age_mat,<1yr,vuln,NA
pomacentrus microspilus,age_mat,<1yr,vuln,NA
pomacentrus milleri,age_mat,<1yr,vuln,NA
pomacentrus moluccensis,age_mat,<1yr,vuln,NA
pomacentrus nagasakiensis,age_mat,<1yr,vuln,NA
pomacentrus nigriradiatus,age_mat,<1yr,vuln,NA
pomacentrus nigromanus,age_mat,<1yr,vuln,NA
pomacentrus nigromarginatus,age_mat,<1yr,vuln,NA
pomacentrus opisthostigma,age_mat,<1yr,vuln,NA
pomacentrus pavo,age_mat,<1yr,vuln,NA
pomacentrus philippinus,age_mat,<1yr,vuln,NA
pomacentrus pikei,age_mat,<1yr,vuln,NA
pomacentrus polyspinus,age_mat,<1yr,vuln,NA
pomacentrus proteus,age_mat,<1yr,vuln,NA
pomacentrus reidi,age_mat,<1yr,vuln,NA
pomacentrus rodriguesensis,age_mat,<1yr,vuln,NA
pomacentrus saksonoi,age_mat,<1yr,vuln,NA
pomacentrus similis,age_mat,<1yr,vuln,NA
pomacentrus simsiang,age_mat,<1yr,vuln,NA
pomacentrus smithi,age_mat,<1yr,vuln,NA
pomacentrus spilotoceps,age_mat,<1yr,vuln,NA
pomacentrus stigma,age_mat,<1yr,vuln,NA
pomacentrus sulfureus,age_mat,<1yr,vuln,NA
pomacentrus taeniometopon,age_mat,<1yr,vuln,NA
pomacentrus trichrourus,age_mat,<1yr,vuln,NA
pomacentrus trilineatus,age_mat,<1yr,vuln,NA
pomacentrus tripunctatus,age_mat,<1yr,vuln,NA
pomacentrus vaiuli,age_mat,<1yr,vuln,NA
pomacentrus vatosoa,age_mat,<1yr,vuln,NA
pomacentrus wardi,age_mat,<1yr,vuln,NA
pomacentrus xanthosternus,age_mat,<1yr,vuln,NA
pomacentrus yoshii,age_mat,<1yr,vuln,NA
rexea alisae,age_mat,1-5yrs,vuln,NA
rexea antefurcata,age_mat,1-5yrs,vuln,NA
rexea bengalensis,age_mat,1-5yrs,vuln,NA
rexea brevilineata,age_mat,1-5yrs,vuln,NA
rexea nakamurai,age_mat,1-5yrs,vuln,NA
rexea prometheoides,age_mat,1-5yrs,vuln,NA
spratelloides gracilis,age_mat,<1yr,vuln,NA
spratelloides lewisi,age_mat,<1yr,vuln,NA
spratelloides robustus,age_mat,<1yr,vuln,NA
thunnus alalunga,age_mat,1-5yrs,vuln,NA
thunnus albacares,age_mat,1-5yrs,vuln,NA
thunnus atlanticus,age_mat,1-5yrs,vuln,NA
thunnus obesus,age_mat,1-5yrs,vuln,NA
thunnus orientalis,age_mat,1-5yrs,vuln,NA
thunnus thynnus,age_mat,1-5yrs,vuln,NA
thunnus tonggol,age_mat,1-5yrs,vuln,NA
acesta agassizii,age_mat,NA,vuln,NA
acesta angolensis,age_mat,NA,vuln,NA
acesta borneensis,age_mat,NA,vuln,NA
acesta bullisi,age_mat,NA,vuln,NA
acesta butonensis,age_mat,NA,vuln,NA
acesta celebensis,age_mat,NA,vuln,NA
acesta citrina,age_mat,NA,vuln,NA
acesta colombiana,age_mat,NA,vuln,NA
acesta cryptadelphe,age_mat,NA,vuln,NA
acesta diomedae,age_mat,NA,vuln,NA
acesta goliath,age_mat,NA,vuln,NA
acesta imitata,age_mat,NA,vuln,NA
acesta indica,age_mat,NA,vuln,NA
acesta kronenbergi,age_mat,NA,vuln,NA
acesta levitesta,age_mat,NA,vuln,NA
acesta marissinica,age_mat,NA,vuln,NA
acesta maui,age_mat,NA,vuln,NA
acesta mori,age_mat,NA,vuln,NA
acesta niasensis,age_mat,NA,vuln,NA
acesta oophaga,age_mat,NA,vuln,NA
acesta patagonica,age_mat,NA,vuln,NA
acesta philippinensis,age_mat,NA,vuln,NA
acesta rathbuni,age_mat,NA,vuln,NA
acesta regia,age_mat,NA,vuln,NA
acesta saginata,age_mat,NA,vuln,NA
acesta smithi,age_mat,NA,vuln,NA
acesta sphoni,age_mat,NA,vuln,NA
acesta verdensis,age_mat,NA,vuln,NA
acesta virgo,age_mat,NA,vuln,NA
acesta vitrina,age_mat,NA,vuln,NA
austrocochlea brevis,age_mat,1-5yrs,vuln,NA
austrocochlea constellata,age_mat,1-5yrs,vuln,NA
austrocochlea constricta,age_mat,1-5yrs,vuln,NA
austrocochlea diminuta,age_mat,1-5yrs,vuln,NA
austrocochlea piperina,age_mat,1-5yrs,vuln,NA
austrocochlea rudis,age_mat,1-5yrs,vuln,NA
austrocochlea zeus,age_mat,1-5yrs,vuln,NA
mercenaria campechiensis,age_mat,1-5yrs,vuln,NA
mimachlamys albolineata,age_mat,1-5yrs,vuln,NA
mimachlamys cloacata,age_mat,1-5yrs,vuln,NA
mimachlamys crassicostata,age_mat,1-5yrs,vuln,NA
mimachlamys cruentata,age_mat,1-5yrs,vuln,NA
mimachlamys funebris,age_mat,1-5yrs,vuln,NA
mimachlamys gloriosa,age_mat,1-5yrs,vuln,NA
mimachlamys meli,age_mat,1-5yrs,vuln,NA
mimachlamys punctata,age_mat,1-5yrs,vuln,NA
mimachlamys sanguinea,age_mat,1-5yrs,vuln,NA
mimachlamys scabricostata,age_mat,1-5yrs,vuln,NA
mimachlamys spinicostata,age_mat,1-5yrs,vuln,NA
mimachlamys townsendi,age_mat,1-5yrs,vuln,NA
mimachlamys varia,age_mat,1-5yrs,vuln,NA
pecten afribenedictus,age_mat,1-5yrs,vuln,NA
pecten albicans,age_mat,1-5yrs,vuln,NA
pecten benedictus,age_mat,1-5yrs,vuln,NA
pecten dijkstrai,age_mat,1-5yrs,vuln,NA
pecten diomedeus,age_mat,1-5yrs,vuln,NA
pecten dorotheae,age_mat,1-5yrs,vuln,NA
pecten dunkeri,age_mat,1-5yrs,vuln,NA
pecten erythraeensis,age_mat,1-5yrs,vuln,NA
pecten excavatus,age_mat,1-5yrs,vuln,NA
pecten grandis,age_mat,1-5yrs,vuln,NA
pecten herrmannseni,age_mat,1-5yrs,vuln,NA
pecten hornensis,age_mat,1-5yrs,vuln,NA
pecten jacobaeus,age_mat,1-5yrs,vuln,NA
pecten keppelianus,age_mat,1-5yrs,vuln,NA
pecten novaezelandiae,age_mat,1-5yrs,vuln,NA
pecten pseudobeudanti,age_mat,1-5yrs,vuln,NA
pecten raoulensis,age_mat,1-5yrs,vuln,NA
pecten sulcicostatus,age_mat,1-5yrs,vuln,NA
pecten waikikius,age_mat,1-5yrs,vuln,NA
pinctada albina,age_mat,1-5yrs,vuln,NA
pinctada capensis,age_mat,1-5yrs,vuln,NA
pinctada chemnitzii,age_mat,1-5yrs,vuln,NA
pinctada cumingii,age_mat,1-5yrs,vuln,NA
pinctada galtsoffi,age_mat,1-5yrs,vuln,NA
pinctada inflata,age_mat,1-5yrs,vuln,NA
pinctada longisquamosa,age_mat,1-5yrs,vuln,NA
pinctada maculata,age_mat,1-5yrs,vuln,NA
pinctada margaritifera,age_mat,1-5yrs,vuln,NA
pinctada mazatlanica,age_mat,1-5yrs,vuln,NA
pinctada nigra,age_mat,1-5yrs,vuln,NA
pinctada petersii,age_mat,1-5yrs,vuln,NA
pinctada reeveana,age_mat,1-5yrs,vuln,NA
pinctada sugillata,age_mat,1-5yrs,vuln,NA
pinctada vidua,age_mat,1-5yrs,vuln,NA
pinna affinis,age_mat,NA,vuln,NA
pinna angustana,age_mat,NA,vuln,NA
pinna arcuata,age_mat,NA,vuln,NA
pinna atropurpurea,age_mat,NA,vuln,NA
pinna attenuata,age_mat,NA,vuln,NA
pinna bichi,age_mat,NA,vuln,NA
pinna carnea,age_mat,NA,vuln,NA
pinna cellophana,age_mat,NA,vuln,NA
